11:memory-leaks	c++	memory	memory-management	c	iphone	malloc	debugging	c#	java	30.0%	60.0%	40.0
179:c#	php	asp.net	java	sharepoint	.net	assembly	sharepoint2010	cakephp	objective-c	10.0%	33.33333333333333%	15.384615384615383
193:unit-testing	c#	math	matlab	java	matrix	testing	android	python	c++	10.0%	50.0%	16.666666666666668
197:c#	php	java	vb.net	c++	rename	file	python	asp.net	directory	10.0%	33.33333333333333%	15.384615384615383
212:books	c#	.net	c++	c	oop	javascript	career-development	certification	self-improvement	10.0%	33.33333333333333%	15.384615384615383
222:html	css	c#	javascript	jquery	blackberry	java	windows	android	java-me	20.0%	66.66666666666666%	30.769230769230766
231:game-development	c#	java	android	xna	c++	.net	amazon	iphone	opengl-es	20.0%	40.0%	26.666666666666668
253:unit-testing	php	asp.net	java	testing	c#	tdd	statistics	mstest	visual-studio-2010	10.0%	25.0%	14.285714285714286
254:c#	java	collections	generics	python	list	c++	.net	asp.net	dictionary	40.0%	80.0%	53.333333333333336
279:sql	haskell	sql-server	html	regex	mysql	objective-c	stored-procedures	iphone	c++	10.0%	33.33333333333333%	15.384615384615383
291:java	codeigniter	php	.net	zend-framework	asp.net	c#	python	java-ee	frameworks	20.0%	40.0%	26.666666666666668
299:design-patterns	design	oop	c#	.net	books	c++	architecture	java	software-engineering	10.0%	50.0%	16.666666666666668
310:rss	php	feeds	c#	atom	asp.net	wordpress	.net	feed	c++	20.0%	100.0%	33.333333333333336
317:c++	functional-programming	books	programming-languages	career-development	c	java	c#	design-patterns	paradigms	10.0%	25.0%	14.285714285714286
323:java	objective-c	iphone	javascript	php	cocoa	html5	c#	css	html	0.0%	0.0%	NaN
332:c#	java	c	c++	iphone	objective-c	pointers	conversion	linq	visual-studio-2010	0.0%	0.0%	NaN
342:git	osx	svn	mercurial	version-control	networking	apple	xcode	snow-leopard	java	30.0%	100.0%	46.15384615384615
346:c#	treeview	dom	xml	jquery	winforms	drupal	linked-list	algorithm	javascript	20.0%	100.0%	33.333333333333336
352:css	html	div	height	absolute	css3	positioning	absolute-positioning	javascript	internet-explorer-6	30.0%	75.0%	42.857142857142854
353:enums	c#	java	c++	android	iphone	.net	asp.net	casting	objective-c	0.0%	0.0%	NaN
364:javascript	jquery	asp.net	browser	library	google-chrome	objective-c	html	firefox	flash	20.0%	40.0%	26.666666666666668
373:date	javascript	calendar	java	sql	iphone	datetime	python	mysql	jquery	10.0%	33.33333333333333%	15.384615384615383
377:windows	programming-languages	c++	.net	c#	c	ide	asp.net	exe	language	10.0%	50.0%	16.666666666666668
380:java	c#	svn	javascript	c++	ruby-on-rails	css	html	r	php	0.0%	0.0%	NaN
382:.net	c#	asp.net	books	assemblies	assembly	reporting-services	java	clojure	lisp	10.0%	50.0%	16.666666666666668
395:sql-server	sql-server-2005	sql	sql-server-2008	oracle	sql-server-2000	database	sql-server-express	entity-framework	sql-server-2008-r2	10.0%	50.0%	16.666666666666668
406:css	html	div	xhtml	jquery	javascript	css-sprites	css-reset	iphone	internet-explorer	20.0%	66.66666666666666%	30.769230769230766
416:python	printing	string	c	c#	variables	php	casting	javascript	collections	10.0%	33.33333333333333%	15.384615384615383
417:windows	c#	.net	windows-services	asp.net	windows-xp	c++	iis	dll	c	30.0%	60.0%	40.0
426:php	java	javascript	c	c++	html	asp.net	objective-c	c#	jasper-reports	10.0%	100.0%	18.181818181818183
436:javascript	css	html	google-chrome	browser	firefox	safari	jquery	mozilla	php	10.0%	33.33333333333333%	15.384615384615383
446:sql	sql-server	c#	sql-server-2005	tsql	android	.net	mysql	math	database	10.0%	50.0%	16.666666666666668
458:java	eclipse	eclipse-plugin	javascript	osx	c++	networking	exception-handling	try-catch	jar	20.0%	50.0%	28.571428571428573
479:mysql	php	sql	stored-procedures	database	oracle	java	sqlite	.htaccess	codeigniter	20.0%	100.0%	33.333333333333336
481:c#	javascript	asp.net	.net	php	java	windows	c	web-development	asp.net-mvc	10.0%	33.33333333333333%	15.384615384615383
486:java	php	javascript	c#	oracle	.net	c++	python	ruby-on-rails	c	10.0%	33.33333333333333%	15.384615384615383
489:python	django	php	list	android	c	windows	casting	collections	javascript	10.0%	50.0%	16.666666666666668
491:.net	mysql	delphi	c#	java	ms-access	mono	asp.net	linq	query	40.0%	80.0%	53.333333333333336
497:asp.net	asp.net-mvc	mvc	c#	fonts	.net	asp.net-mvc-3	flash	javascript	ruby-on-rails	10.0%	33.33333333333333%	15.384615384615383
504:c#	c++	java	inheritance	.net	polymorphism	virtual	events	asp.net	objective-c	20.0%	100.0%	33.333333333333336
542:iphone	ruby-on-rails	objective-c	javascript	c#	.net	c++	asp.net-mvc	php	count	0.0%	0.0%	NaN
554:email	php	asp.net	c#	gmail	smtp	objective-c	google	email-integration	web-development	10.0%	50.0%	16.666666666666668
555:c#	c++	books	c	programming-languages	asp.net	self-improvement	asp.net-mvc	functional-programming	javascript	0.0%	0.0%	NaN
563:java	php	asp.net	c#	iphone	python	r	objective-c	javascript	c++	0.0%	0.0%	NaN
570:database	sql	sqlite	mysql	c#	java	sql-server	android	.net	php	0.0%	0.0%	NaN
574:c++	gcc	c#	java	android	compiler	asp.net	c	linux	terminology	10.0%	33.33333333333333%	15.384615384615383
599:c#	css	android	javascript	php	text	.net	objective-c	asp.net	java	0.0%	0.0%	NaN
605:windows	c++	c#	windows-xp	bluetooth	c	windows-phone-7	iis	dll	winapi	10.0%	50.0%	16.666666666666668
614:java	c++	javascript	ajax	ms-access	asp.net	c#	html	get	linux	20.0%	50.0%	28.571428571428573
638:regex	php	javascript	c#	java	python	validation	string	html	ruby	10.0%	50.0%	16.666666666666668
642:python	datetime	c#	sql	asp.net	calendar	date	sql-server	java	algorithm	10.0%	25.0%	14.285714285714286
678:jquery	javascript	html	events	c#	jquery-ui	jquery-plugins	ajax	asp.net	colorbox	20.0%	50.0%	28.571428571428573
705:git	svn	mercurial	version-control	git-svn	tortoisesvn	github	xcode	clone	sharpsvn	10.0%	100.0%	18.181818181818183
708:c#	java	.net	sorting	arrays	null	string	c++	asp.net	generics	20.0%	66.66666666666666%	30.769230769230766
720:c#	java	.net	php	multithreading	javascript	objective-c	c++	iphone	windows	20.0%	66.66666666666666%	30.769230769230766
721:java	asp.net	c#	php	database	c++	c	sql	ajax	.net-4.0	10.0%	50.0%	16.666666666666668
735:java	mod-rewrite	html	.htaccess	c++	c#	iphone-sdk-4.0	iphone	math	css	10.0%	50.0%	16.666666666666668
763:java	books	c++	php	c#	.net	math	windows	html	javascript	10.0%	50.0%	16.666666666666668
777:documentation	c	.net	documentation-generation	python	java	php	c#	scala	iphone	10.0%	25.0%	14.285714285714286
783:c#	c++	java	interface	php	c	php5	abstract-class	.net	asp.net	20.0%	66.66666666666666%	30.769230769230766
787:php	c#	drupal	asp.net	mysql	taxonomy	query	sql	java	mvc	10.0%	25.0%	14.285714285714286
794:java	components	javascript	c#	castle-windsor	vb6	swing	asp.net	jsf	theory	10.0%	33.33333333333333%	15.384615384615383
823:html	jquery	c#	winforms	forms	javascript	php	submit	.net	asp.net-mvc-2	20.0%	100.0%	33.333333333333336
824:lucene	search	solr	real-time	search-engine	full-text-search	google	java	actionscript-3	indexing	40.0%	100.0%	57.142857142857146
834:git	svn	version-control	github	eclipse	mercurial	repository	xcode	dvcs	tortoisesvn	0.0%	0.0%	NaN
865:oracle	java	jdbc	php	oracle10g	database	ddl	plsql	python	postgresql	20.0%	66.66666666666666%	30.769230769230766
875:silverlight	osx	c#	java	.net	installer	c++	silverlight-4.0	linq	iphone	0.0%	0.0%	NaN
889:c#	java	php	javascript	.net	vb.net	nhibernate	ruby-on-rails	python	opennms	0.0%	0.0%	NaN
890:treeview	c#	drupal	svn	wpf	java	git	javascript	mercurial	.net	20.0%	50.0%	28.571428571428573
898:c++	c	char	printf	typedef	casting	visual-c++	cout	stl	string	10.0%	50.0%	16.666666666666668
909:.net	c#	asp.net	c++	delphi	jsf	unmanaged	windows	java	scripting	30.0%	60.0%	40.0
927:c#	.net	generics	java	linq	nullable	dictionary	reflection	objective-c	ienumerable	0.0%	0.0%	NaN
936:c#	xml	python	java	linq	math	php	sum	active-directory	sql	10.0%	25.0%	14.285714285714286
948:ant	php	asp.net	c#	java	continuous-integration	compression	msbuild	python	team-build	10.0%	25.0%	14.285714285714286
961:javascript	jquery	html	select	php	option	css	dropdownlist	html-select	dom	30.0%	100.0%	46.15384615384615
980:c#	javascript	cocoa	java	windows	objective-c	c++	window	android	winforms	0.0%	0.0%	NaN
990:java	asp.net	android	servlets	java-ee	jdeveloper	glassfish	application	.net	c#	20.0%	100.0%	33.333333333333336
1003:asp.net	authentication	forms-authentication	c#	asp.net-membership	iis	java	asp.net-mvc	kerberos	asp.net-mvc-3	30.0%	75.0%	42.857142857142854
1011:asp.net	c#	books	java	php	iphone	windows-server-2003	windows-7	operating-system	software-design	0.0%	0.0%	NaN
1021:java	hash	css	c#	perl	ruby	php	algorithm	html	terminology	20.0%	66.66666666666666%	30.769230769230766
1049:visual-studio	visual-studio-2010	c#	visual-studio-2008	visual-c++	c++	.net	asp.net	resharper	sql	10.0%	50.0%	16.666666666666668
1060:sql	sql-server	linq-to-sql	sql-server-2005	c#	.net	sql-server-2008	mysql	linq	tsql	20.0%	50.0%	28.571428571428573
1071:c#	javascript	html	linux	java	compare	windows	string	xml	.net	20.0%	50.0%	28.571428571428573
1077:c#	windows	mod-rewrite	.net	.htaccess	java	html	apache	dll	css	0.0%	0.0%	NaN
1078:c#	.net	java	asp.net	zend-framework	php	database	css	delphi	frameworks	10.0%	33.33333333333333%	15.384615384615383
1080:sql	c#	excel	mysql	asp.net	oracle	winforms	sql-server-2005	sql-server-2008	types	10.0%	50.0%	16.666666666666668
1098:scrum	agile	java	c#	garbage-collection	constants	tfs	jvm	methodology	documentation	10.0%	50.0%	16.666666666666668
1101:android	java	jquery	javascript	c#	python	sms	css	wsdl	.net	0.0%	0.0%	NaN
1130:c#	asp.net	javascript	.net	c++	database	sql-server-2005	php	objective-c	asp.net-mvc	0.0%	0.0%	NaN
1149:javascript	jquery	c	function	setinterval	html	variable-scope	prototype	java	html5	10.0%	50.0%	16.666666666666668
1150:multithreading	java	c#	php	javascript	.net	c++	iphone	reference	concurrency	20.0%	50.0%	28.571428571428573
1151:javascript	c#	asp.net	.net	php	java	c++	python	language-agnostic	c	0.0%	0.0%	NaN
1155:arrays	java	php	c#	jquery	javascript	c	asp.net	css	validation	10.0%	33.33333333333333%	15.384615384615383
1167:c#	asp.net	performance	.net	php	c++	programming-languages	web-development	java	c	20.0%	66.66666666666666%	30.769230769230766
1171:sql	sql-server	query	mysql	tsql	oracle	sql-server-2005	php	linq	c#	0.0%	0.0%	NaN
1172:java	eclipse	netbeans	eclipse-plugin	java-ee	ide	eclipse-rcp	.net	rcp	plugins	10.0%	50.0%	16.666666666666668
1227:java	spring	asp.net	c#	entity-framework	hibernate	.net	dependency-injection	spring-mvc	java-ee	30.0%	100.0%	46.15384615384615
1241:c#	.net	asp.net	windows	application	winforms	flex	console-application	wpf	web-applications	0.0%	0.0%	NaN
1250:c#	datetime	.net	python	ruby-on-rails	java	php	timezone	ruby	c++	10.0%	25.0%	14.285714285714286
1251:java	php	c#	python	ruby-on-rails	c++	css	jsp	javascript	ruby	0.0%	0.0%	NaN
1262:java	https	asp.net	apache	ssl	ruby	cryptography	c	php	windows	10.0%	25.0%	14.285714285714286
1309:books	c#	.net	java	unit-testing	testing	tdd	assembly	c	ruby-on-rails	20.0%	66.66666666666666%	30.769230769230766
1315:windows	linux	c#	php	.net	c++	c	dll	python	environment-variables	20.0%	40.0%	26.666666666666668
1339:c#	java	datetime	asp.net	php	format	.net	javascript	ruby	time	0.0%	0.0%	NaN
1351:asp.net-mvc	php	ruby-on-rails	calendar	javascript	c#	asp.net	cakephp	java	jquery	20.0%	66.66666666666666%	30.769230769230766
1354:arrays	php	c	perl	c++	algorithm	merge	matlab	performance	homework	10.0%	50.0%	16.666666666666668
1380:python	printing	string	javascript	c#	c	css	java	php	regex	10.0%	50.0%	16.666666666666668
1387:.net	c#	asp.net	delphi	mono	c++	iis	.net-3.5	windows	java	20.0%	40.0%	26.666666666666668
1388:c#	.net	java	asp.net	nsis	android	ubuntu	delphi	windows	python	10.0%	33.33333333333333%	15.384615384615383
1400:c#	workflow-foundation	workflow	javascript	workflow-foundation-4	iphone	.net	asp.net	android	java	20.0%	40.0%	26.666666666666668
1404:flex	actionscript-3	java	flash	asp.net	adobe	c#	.net	label	datagrid	10.0%	25.0%	14.285714285714286
1416:windows	c#	.net	java	casting	facebook	php	c++	c	dll	20.0%	50.0%	28.571428571428573
1422:cookies	php	java	asp.net	jquery	homework	javascript	html5	variables	ruby-on-rails	10.0%	33.33333333333333%	15.384615384615383
1423:regex	java	javascript	python	lambda	php	jsp	ruby	.net	history	10.0%	33.33333333333333%	15.384615384615383
1426:java	c++	javascript	c#	casting	asp.net	c	html	python	php	10.0%	25.0%	14.285714285714286
1431:java	c#	lisp	c++	python	vb.net	php	ajax	css	jsp	0.0%	0.0%	NaN
1433:ruby-on-rails	ruby	php	frameworks	ruby-on-rails-3	javascript	jruby	rvm	codeigniter	mvc	40.0%	80.0%	53.333333333333336
1440:python	printing	c#	string	asp.net	java	datetime	.net	php	python-3.x	0.0%	0.0%	NaN
1468:sql-server	c#	php	sql	python	java	c++	django	sql-server-2005	string	20.0%	100.0%	33.333333333333336
1471:ruby-on-rails	ruby	java	asp.net	python	css	obfuscation	ruby-on-rails-3	jruby	c++	10.0%	50.0%	16.666666666666668
1472:silverlight	php	c#	java	c++	python	cron	.net	dbgrid	delphi	20.0%	50.0%	28.571428571428573
1486:java	c#	c++	interface	.net	c	oop	abstract-class	mpi	math	10.0%	25.0%	14.285714285714286
1495:c#	java	php	c++	javascript	asp.net	c	wpf	math	flash	0.0%	0.0%	NaN
1514:c#	interface	java	.net	oop	c++	abstract-class	c	mpi	serialization	20.0%	100.0%	33.333333333333336
1516:html	java	javascript	scale	css	c#	jquery	objective-c	iphone	cocoa	30.0%	75.0%	42.857142857142854
1537:c++	c	gcc	char	visual-c++	arrays	objective-c	printf	c++0x	casting	10.0%	50.0%	16.666666666666668
1539:python	string	c	c++	c#	printing	php	perl	bash	file-io	10.0%	50.0%	16.666666666666668
1551:c#	java	joomla	php	asp.net	paypal	html	jquery	spring	spring-security	10.0%	25.0%	14.285714285714286
1575:google	c#	language	asp.net	php	android	tabcontrol	objective-c	paypal	iphone	10.0%	50.0%	16.666666666666668
1577:visual-studio	.net	visual-studio-2008	c#	java	c++	visual-studio-2010	visual-c++	php	javascript	0.0%	0.0%	NaN
1595:css	html	css3	internet-explorer	javascript	div-layouts	xhtml	webkit	div	internet-explorer-8	20.0%	100.0%	33.333333333333336
1605:php	javascript	forms	html	visual-studio-2008	get	variables	php5	testing	c#	10.0%	100.0%	18.181818181818183
1606:unit-testing	tdd	php	.net	c#	testing	java	mstest	junit4	bdd	10.0%	33.33333333333333%	15.384615384615383
1608:mod-rewrite	.htaccess	asp.net	apache	java	javascript	c++	file	upload	php	10.0%	25.0%	14.285714285714286
1615:sql-server	sql	sql-server-2005	sql-server-2008	linq-to-sql	tsql	database	linq	sql-server-express	orm	30.0%	60.0%	40.0
1619:windows	wpf	.net	c#	iphone	java	linux	c++	wpf-controls	dll	0.0%	0.0%	NaN
1633:c++	c	char	stl	buffer	file-io	arrays	windows	memory	binaryfiles	20.0%	40.0%	26.666666666666668
1644:c#	java	c++	.net	memory-management	memory	windows	cocoa	asp.net	python	10.0%	50.0%	16.666666666666668
1649:php	c#	asp.net	java	paypal	.net	javascript	gwt	iphone	http-headers	10.0%	25.0%	14.285714285714286
1650:web-services	wcf	.net	asp.net	visual-studio	java	visual-studio-2008	c#	visual-studio-2010	rest	10.0%	50.0%	16.666666666666668
1667:git	svn	excel	mercurial	iphone	c#	visual-studio-2010	visual-studio	tortoisesvn	version-control	10.0%	33.33333333333333%	15.384615384615383
1682:xml	c#	java	xsd	xpath	php	linq	groovy	xml-schema	xslt	20.0%	40.0%	26.666666666666668
1687:javascript	c#	java	iphone	php	vb.net	r	objective-c	jquery	parsing	0.0%	0.0%	NaN
1694:c#	asp.net	.net	javascript	c	php	c++	python	serialization	asp.net-mvc	10.0%	50.0%	16.666666666666668
1703:javascript	iframe	html	java	asp.net	.net	c#	css	php	jsp	10.0%	33.33333333333333%	15.384615384615383
1705:http	c#	https	asp.net	blackberry	php	javascript	android	delphi	iphone	10.0%	20.0%	13.333333333333334
1707:asp.net	javascript	java	c++	php	perl	r	ajax	html	collections	0.0%	0.0%	NaN
1708:.net	c#	asp.net	java	php	asp.net-mvc	javascript	mvc	wpf	unity	10.0%	33.33333333333333%	15.384615384615383
1715:javascript	wpf	c#	java	asp.net	winforms	html	jquery	gui	swing	10.0%	100.0%	18.181818181818183
1748:asp.net	c#	java	scale	cocoa	size	objective-c	c	latex	iphone	10.0%	33.33333333333333%	15.384615384615383
1753:php	java	c#	asp.net	c++	javascript	css	css3	linux	asp.net-ajax	0.0%	0.0%	NaN
1754:java	windows	c#	php	javascript	c++	wpf	dll	android	c	10.0%	33.33333333333333%	15.384615384615383
1756:c#	iphone	java	android	php	asp.net	oauth	gwt	ios	winapi	10.0%	25.0%	14.285714285714286
1764:c++	java	c#	vector	pointers	constructor	python	oop	algorithm	iterator	20.0%	66.66666666666666%	30.769230769230766
1801:programming-languages	c++	functional-programming	c	c#	oop	ruby-on-rails	php	python	f#	10.0%	25.0%	14.285714285714286
1815:php	java	.net	c#	android	c++	ruby-on-rails	jsp	asp.net	javascript	10.0%	50.0%	16.666666666666668
1816:git	svn	mercurial	version-control	git-svn	clone	tortoisesvn	dvcs	commit	github	10.0%	25.0%	14.285714285714286
1830:wcf	service	c#	android	.net	web-services	rest	asp.net	windows-services	castle-activerecord	10.0%	100.0%	18.181818181818183
1832:java	garbage-collection	scrum	agile	c#	constants	jvm	project-management	vb.net	tfs	10.0%	33.33333333333333%	15.384615384615383
1841:java	unit-testing	junit	asp.net	html	testing	tdd	ruby	c#	jsp	0.0%	0.0%	NaN
1846:java	ant	msbuild	c#	maven	teamcity	continuous-integration	c++	android	html	0.0%	0.0%	NaN
1864:python	javascript	c#	css	php	c	firefox	asp.net	java	string	10.0%	33.33333333333333%	15.384615384615383
1899:visual-studio	visual-studio-2008	c++	visual-studio-2010	visual-c++	c#	intellisense	tfs	php	windows	10.0%	50.0%	16.666666666666668
1901:java	zend-framework	c#	c++	.net	asp.net	android	ruby-on-rails	iphone	frameworks	20.0%	50.0%	28.571428571428573
1903:vb.net	php	c#	javascript	python	java	file	.net	c++	linux	10.0%	33.33333333333333%	15.384615384615383
1905:.net	c#	java	php	asp.net	delphi	zend-framework	frameworks	.net-3.5	.net-4.0	0.0%	0.0%	NaN
1920:jquery	asp.net	c#	javascript	iphone	jquery-ui	sql	events	mysql	vb.net	20.0%	100.0%	33.333333333333336
1935:asp.net	c#	mvc	asp.net-mvc	java	logging	asp.net-mvc-3	ruby-on-rails	.net	elmah	20.0%	100.0%	33.333333333333336
1953:python	c#	performance	asp.net	c++	c	.net	php	programming-languages	web-development	10.0%	25.0%	14.285714285714286
1959:php	mysql	sql	iis	jquery	php5	web-development	apache	regex	escaping	30.0%	60.0%	40.0
1976:perl	python	c#	javascript	asp.net	java	django	sql	database	ruby	10.0%	16.666666666666664%	12.499999999999998
1979:c#	jsf	jquery	scope	jsf-2.0	properties	vb.net	html	java	javascript	10.0%	50.0%	16.666666666666668
1987:ruby-on-rails	ruby	ruby-on-rails-3	jruby	bundler	rubygems	rake	java	deployment	objective-c	10.0%	25.0%	14.285714285714286
1994:sharepoint	sharepoint2010	sharepoint2007	webparts	asp.net	wss	c#	.net	moss	php	20.0%	66.66666666666666%	30.769230769230766
2018:mysql	sql	php	database	sql-server	query	sql-server-2008	c#	select	pivot	0.0%	0.0%	NaN
2042:visual-studio	visual-studio-2008	visual-studio-2010	visual-c++	c#	c++	.net	open-source	projects-and-solutions	ide	10.0%	100.0%	18.181818181818183
2078:dns	ip-address	windows	c#	vim	networking	java	ip	php	sockets	10.0%	33.33333333333333%	15.384615384615383
2098:multithreading	java	c#	mutex	c++	emacs	thread-safety	android	semaphore	.net	10.0%	33.33333333333333%	15.384615384615383
2116:maven-2	java	plugins	maven	eclipse	jquery	ruby-on-rails	maven-plugin	dependencies	hibernate	30.0%	75.0%	42.857142857142854
2118:git	svn	mercurial	version-control	tortoisesvn	dvcs	.net	c#	visual-studio-2008	tortoisehg	10.0%	50.0%	16.666666666666668
2121:visual-studio	c++	visual-studio-2010	visual-studio-2008	windows	.net	build-process	ant	build	java	20.0%	66.66666666666666%	30.769230769230766
2143:php	arrays	php5	associative-array	multidimensional-array	loops	recursion	scala	c	pointers	10.0%	33.33333333333333%	15.384615384615383
2149:asp.net	iis	authentication	c#	windows	windows-authentication	.net	sql	sql-server	security	40.0%	80.0%	53.333333333333336
2163:.net	c#	delphi	java	iphone	c++	objective-c	namespaces	programming-languages	django	0.0%	0.0%	NaN
2177:iphone	objective-c	windows	java	php	c++	winapi	xcode	ipad	javascript	10.0%	50.0%	16.666666666666668
2181:css	javascript	asp.net	browser	firefox	css3	html	c#	safari	cocoa-touch	20.0%	50.0%	28.571428571428573
2191:wpf	c#	.net	silverlight	xaml	databinding	wpf-controls	stackpanel	flex	flex3	20.0%	66.66666666666666%	30.769230769230766
2206:asp.net	mvc	windows	c#	asp.net-mvc	frameworks	windows-mobile	php	windows-phone-7	c	20.0%	66.66666666666666%	30.769230769230766
2215:windows	c#	c	.net	iphone	operating-system	windows-7	java	css	hash	10.0%	33.33333333333333%	15.384615384615383
2216:.net	c#	java	delphi	rss	msmq	generics	asp.net	matlab	constants	10.0%	20.0%	13.333333333333334
2250:sql	database	c#	php	android	c++	mysql	image	terminology	html	0.0%	0.0%	NaN
2254:javascript	c#	jquery	html	css	winforms	input	php	colors	internet-explorer	0.0%	0.0%	NaN
2281:sql	mysql	c#	php	timestamp	datetime	tsql	r	sql-server	oracle	30.0%	100.0%	46.15384615384615
2291:javascript	asp.net	c#	objective-c	mysql	java	sql	asp.net-mvc-3	entity-framework-4	android	10.0%	33.33333333333333%	15.384615384615383
2300:design	design-patterns	c#	oop	java	python	software-engineering	.net	software-design	principles	10.0%	100.0%	18.181818181818183
2310:agile	scrum	.net	unit-testing	c#	iphone	java	silverlight	objective-c	security	0.0%	0.0%	NaN
2323:sql	database	ms-access	sqlite	mysql	c#	c	sql-server	.net	java	20.0%	40.0%	26.666666666666668
2329:sql	java	sql-server	mysql	stored-procedures	database	swing	c#	sql-server-2005	iphone	20.0%	66.66666666666666%	30.769230769230766
2356:java	eclipse	maven	ant	maven-2	continuous-integration	hudson	plugins	eclipse-plugin	c++	30.0%	100.0%	46.15384615384615
2363:wpf	c#	treeview	mvvm	winforms	asp.net	listbox	silverlight	.net	javascript	40.0%	100.0%	57.142857142857146
2373:programming-languages	rss	feeds	books	resources	javascript	c	c#	.net	self-improvement	0.0%	0.0%	NaN
2376:c#	windows	java	.net	winforms	vb.net	windows-phone-7	qt	asp.net	swing	20.0%	50.0%	28.571428571428573
2380:programming-languages	c	c++	c#	self-improvement	career-development	functional-programming	logic-programming	prolog	factor	10.0%	25.0%	14.285714285714286
2382:java	iphone	html	css	javascript	c#	image	png	actionscript-3	flash	30.0%	100.0%	46.15384615384615
2388:wcf	.net	c#	web-services	binding	asp.net	java	wcf-binding	silverlight	security	10.0%	25.0%	14.285714285714286
2398:debugging	flash	actionscript-3	asp.net	objective-c	visual-studio	php	flex	visual-studio-2010	visual-studio-2008	30.0%	100.0%	46.15384615384615
2411:java	css	c#	swing	asp.net	javascript	vb6	casting	c++	android	0.0%	0.0%	NaN
2450:c#	c++	java	sql	xaml	wpf	django	python	android	silverlight	0.0%	0.0%	NaN
2456:c#	c++	java	c	.net	asp.net	php	javascript	hibernate	html	10.0%	33.33333333333333%	15.384615384615383
2470:php	apache	.htaccess	mod-rewrite	html	webserver	server	file	copy	c#	30.0%	100.0%	46.15384615384615
2485:visual-studio	visual-c++	c++	visual-studio-2010	visual-studio-2008	c#	.net	windows	resharper	synchronization	10.0%	25.0%	14.285714285714286
2488:java	hibernate	c++	c#	python	unit-testing	django	testing	sql	junit	0.0%	0.0%	NaN
2490:java	web-services	javascript	c#	unicode	xml	python	c++	null	c	30.0%	75.0%	42.857142857142854
2504:css	html	c#	layout	css3	python	jquery	table	web-development	hover	20.0%	66.66666666666666%	30.769230769230766
2505:asp.net	c#	javascript	jquery	android	checkbox	.net	css	radio-button	html5	20.0%	100.0%	33.333333333333336
2522:http	php	c#	asp.net	post	request	javascript	iphone	jquery	facebook	0.0%	0.0%	NaN
2537:sql	c#	sql-server	mysql	asp.net	insert	regex	iphone	java	python	20.0%	50.0%	28.571428571428573
2548:java	math	c++	string	c#	formatting	numbers	arrays	double	objective-c	10.0%	33.33333333333333%	15.384615384615383
2552:programming-languages	c#	internationalization	iphone	ruby-on-rails	google	c	lisp	functional-programming	string	0.0%	0.0%	NaN
2553:java	php	.net	javascript	asp.net	css	css3	math	c#	html5	0.0%	0.0%	NaN
2577:java	c++	javascript	c#	r	objective-c	jboss	windows	dll	php	10.0%	25.0%	14.285714285714286
2609:php	variables	c	c#	javascript	java	get	perl	objective-c	python	0.0%	0.0%	NaN
2610:jquery	drag-and-drop	javascript	jquery-ui	php	c#	android	java	iphone	ajax	30.0%	100.0%	46.15384615384615
2615:ruby-on-rails	ruby	java	c#	delphi	.net	heroku	ruby-on-rails-3	css	css3	10.0%	33.33333333333333%	15.384615384615383
