11:memory-leaks	c++	memory-management	c	memory	malloc	java	linux	ubuntu	debugging	30.0%	60.0%	40.0
193:unit-testing	c#	math	matrix	testing	matlab	java	python	c++	android	10.0%	50.0%	16.666666666666668
197:c#	vb.net	php	rename	file	python	c++	asp.net	java	directory	10.0%	33.33333333333333%	15.384615384615383
212:books	c#	.net	c++	c	oop	javascript	career-development	certification	delphi	10.0%	33.33333333333333%	15.384615384615383
222:html	css	c#	blackberry	javascript	jquery	java-me	windows	java	python	20.0%	66.66666666666666%	30.769230769230766
231:game-development	c#	java	xna	android	c++	.net	amazon	iphone	asp.net	20.0%	40.0%	26.666666666666668
253:unit-testing	java	testing	php	c#	asp.net	tdd	statistics	scala	mstest	10.0%	25.0%	14.285714285714286
254:c#	java	generics	python	collections	list	.net	dictionary	class	oop	40.0%	80.0%	53.333333333333336
279:sql	haskell	sql-server	html	mysql	regex	objective-c	iphone	c++	xml	10.0%	33.33333333333333%	15.384615384615383
291:java	codeigniter	php	.net	zend-framework	asp.net	c#	.net-4.0	python	django	10.0%	20.0%	13.333333333333334
299:design-patterns	design	oop	.net	c#	architecture	books	software-engineering	java	python	10.0%	50.0%	16.666666666666668
310:rss	feeds	c#	php	atom	asp.net	wordpress	.net	feed	c++	20.0%	100.0%	33.333333333333336
317:c++	books	programming-languages	functional-programming	c	career-development	java	c#	design-patterns	paradigms	10.0%	25.0%	14.285714285714286
323:iphone	java	javascript	php	html5	c#	objective-c	css	html	python	0.0%	0.0%	NaN
332:c#	c	java	c++	iphone	objective-c	pointers	conversion	visual-studio-2010	algorithm	0.0%	0.0%	NaN
342:git	svn	osx	mercurial	version-control	networking	apple	xcode	snow-leopard	java	30.0%	100.0%	46.15384615384615
346:c#	treeview	dom	winforms	xml	linked-list	javascript	php	algorithm	jquery	20.0%	100.0%	33.333333333333336
352:css	html	div	height	absolute	positioning	internet-explorer-6	css3	layout	xhtml	40.0%	100.0%	57.142857142857146
353:enums	c#	java	c++	android	iphone	casting	objective-c	uiwebview	asp.net	0.0%	0.0%	NaN
364:javascript	jquery	browser	library	asp.net	objective-c	flash	actionscript-3	greasemonkey	mozilla	20.0%	40.0%	26.666666666666668
373:date	javascript	calendar	sql	datetime	java	iphone	python	mysql	php	10.0%	33.33333333333333%	15.384615384615383
377:windows	programming-languages	.net	c#	c++	ide	exe	language	scripting-language	windows-registry	10.0%	50.0%	16.666666666666668
380:java	svn	javascript	ruby-on-rails	c#	css	html	r	php	git	10.0%	33.33333333333333%	15.384615384615383
382:.net	c#	asp.net	assemblies	books	assembly	reporting-services	java	clojure	lisp	10.0%	50.0%	16.666666666666668
395:sql-server	sql-server-2005	sql	sql-server-2008	sql-server-2000	oracle	database	sql-server-express	c#	ssms	10.0%	50.0%	16.666666666666668
406:css	html	div	css-sprites	css-reset	xhtml	internet-explorer	jquery	javascript	float	30.0%	100.0%	46.15384615384615
416:python	printing	string	c#	c	variables	php	javascript	postmortem-debugging	python-c-api	10.0%	33.33333333333333%	15.384615384615383
417:windows	c#	.net	windows-services	windows-xp	c++	asp.net	dll	c	service	20.0%	40.0%	26.666666666666668
426:php	java	javascript	c	c++	objective-c	jasper-reports	crosstab	values	pass	10.0%	100.0%	18.181818181818183
436:javascript	google-chrome	css	safari	html	jquery	browser	firefox	mozilla	support	10.0%	33.33333333333333%	15.384615384615383
446:sql-server	sql	c#	sql-server-2005	tsql	.net	database	sql-server-2008	python	numpy	10.0%	50.0%	16.666666666666668
458:java	eclipse	eclipse-plugin	javascript	c++	osx	networking	try-catch	exception-handling	jar	20.0%	50.0%	28.571428571428573
479:mysql	php	sql	database	stored-procedures	oracle	sqlite	codeigniter	uuid	guid	20.0%	100.0%	33.333333333333336
481:c#	asp.net	.net	java	javascript	php	windows	c	web-development	asp.net-mvc	10.0%	33.33333333333333%	15.384615384615383
486:java	php	javascript	oracle	.net	c#	python	ruby-on-rails	simbl	r	10.0%	33.33333333333333%	15.384615384615383
489:python	django	php	list	android	windows	javascript	html	java	jsp	10.0%	50.0%	16.666666666666668
491:.net	mysql	delphi	c#	java	ms-access	linq	query	database	ide	30.0%	60.0%	40.0
497:asp.net	asp.net-mvc	mvc	c#	fonts	.net	asp.net-mvc-3	flash	javascript	c	10.0%	33.33333333333333%	15.384615384615383
504:c#	java	c++	inheritance	.net	polymorphism	virtual	events	asp.net	objective-c	20.0%	100.0%	33.333333333333336
542:iphone	javascript	ruby-on-rails	objective-c	c#	.net	count	c++	asp.net-mvc	php	0.0%	0.0%	NaN
554:email	php	asp.net	gmail	smtp	objective-c	c#	sendmail	cocoa	google	0.0%	0.0%	NaN
555:c++	c#	c	programming-languages	books	asp.net	functional-programming	javascript	self-improvement	resources	0.0%	0.0%	NaN
563:php	java	iphone	python	r	objective-c	javascript	vb.net	pascal	sql-server-2005	0.0%	0.0%	NaN
570:database	sql	sqlite	mysql	c#	android	java	php	sql-server	database-design	10.0%	33.33333333333333%	15.384615384615383
574:c++	gcc	c#	compiler	java	asp.net	linux	terminology	.net	c	20.0%	66.66666666666666%	30.769230769230766
599:c#	css	android	javascript	php	text	objective-c	asp.net	java	.net	0.0%	0.0%	NaN
605:windows	windows-xp	c#	c++	bluetooth	iis	wpf	windows-registry	windows-vista	windows-phone-7	10.0%	50.0%	16.666666666666668
614:java	javascript	ajax	c++	html	get	linux	ms-access	php	python	20.0%	50.0%	28.571428571428573
638:regex	php	c#	java	javascript	python	string	html	ruby	codeigniter	10.0%	50.0%	16.666666666666668
642:datetime	python	sql	c#	asp.net	calendar	date	sql-server	iphone	java	10.0%	25.0%	14.285714285714286
678:jquery	javascript	html	c#	jquery-ui	jquery-plugins	ajax	colorbox	drag-and-drop	hyperlink	10.0%	25.0%	14.285714285714286
705:git	mercurial	svn	git-svn	tortoisesvn	version-control	github	clone	sharpsvn	dvcs	10.0%	100.0%	18.181818181818183
708:c#	java	.net	arrays	sorting	null	asp.net	javascript	string	ios	10.0%	33.33333333333333%	15.384615384615383
720:java	php	multithreading	.net	c#	javascript	c++	windows	objective-c	variables	20.0%	66.66666666666666%	30.769230769230766
721:java	php	asp.net	c#	database	ajax	javascript	c++	objective-c	c	10.0%	50.0%	16.666666666666668
735:java	mod-rewrite	.htaccess	iphone-sdk-4.0	iphone	math	css	html	objective-c	javascript	0.0%	0.0%	NaN
763:java	books	c++	php	c#	math	windows	javascript	tfs	reflection.emit	10.0%	50.0%	16.666666666666668
777:documentation	.net	documentation-generation	c	python	c#	scala	iphone	java	project-management	10.0%	25.0%	14.285714285714286
783:c#	c++	java	interface	php	php5	abstract-class	.net	c	asp.net	20.0%	66.66666666666666%	30.769230769230766
787:php	c#	asp.net	drupal	mysql	query	mvc	session	actionscript-3	taxonomy	10.0%	25.0%	14.285714285714286
794:java	components	javascript	c#	castle-windsor	vb6	swing	asp.net	jsf	theory	10.0%	33.33333333333333%	15.384615384615383
823:html	jquery	c#	winforms	forms	javascript	php	submit	ms-access	vba	20.0%	100.0%	33.333333333333336
824:lucene	search	solr	real-time	search-engine	full-text-search	google	indexing	php	mysql	40.0%	100.0%	57.142857142857146
834:git	svn	github	version-control	eclipse	repository	xcode	dvcs	tortoisesvn	mercurial	0.0%	0.0%	NaN
865:oracle	jdbc	java	ddl	plsql	python	oracle10g	php	c++	delphi	10.0%	33.33333333333333%	15.384615384615383
875:osx	c#	silverlight	java	installer	c++	.net	linq	iphone	python	0.0%	0.0%	NaN
889:c#	php	java	javascript	nhibernate	.net	ruby-on-rails	opennms	mod	mod-rewrite	0.0%	0.0%	NaN
890:treeview	c#	drupal	java	javascript	svn	wpf	.net	winforms	linked-list	20.0%	50.0%	28.571428571428573
898:c++	c	char	printf	typedef	casting	visual-c++	cout	stl	string	10.0%	50.0%	16.666666666666668
909:.net	c#	asp.net	jsf	delphi	unmanaged	c++	windows	delphi-xe	d	30.0%	60.0%	40.0
927:c#	.net	nullable	generics	linq	java	reflection	objective-c	ienumerable	dictionary	0.0%	0.0%	NaN
936:c#	python	xml	java	linq	math	php	active-directory	sql	.net	20.0%	50.0%	28.571428571428573
948:ant	php	java	continuous-integration	asp.net	c#	python	compression	team-build	osx	0.0%	0.0%	NaN
961:javascript	jquery	html	select	php	option	dropdownlist	html-select	dom	playframework	30.0%	100.0%	46.15384615384615
980:c#	javascript	java	cocoa	objective-c	winforms	windows	window	android	wpf	0.0%	0.0%	NaN
990:java	android	asp.net	servlets	java-ee	jdeveloper	glassfish	application	.net	c#	20.0%	100.0%	33.333333333333336
1003:asp.net	authentication	forms-authentication	c#	iis	java	kerberos	asp.net-mvc	windows	ntlm	30.0%	75.0%	42.857142857142854
1011:c#	books	asp.net	java	php	windows-server-2003	windows-7	operating-system	software-design	software-engineering	0.0%	0.0%	NaN
1021:hash	java	perl	ruby	css	algorithm	php	c#	terminology	arrays	10.0%	33.33333333333333%	15.384615384615383
1049:visual-studio	c#	visual-studio-2010	visual-studio-2008	visual-c++	c++	.net	asp.net	resharper	sql	10.0%	50.0%	16.666666666666668
1060:linq-to-sql	sql-server	sql	sql-server-2005	c#	sql-server-2008	.net	mysql	linq	tsql	20.0%	50.0%	28.571428571428573
1071:c#	javascript	linux	java	html	compare	windows	string	xml	.net	20.0%	50.0%	28.571428571428573
1077:windows	mod-rewrite	c#	.htaccess	java	html	apache	.net	dll	css	0.0%	0.0%	NaN
1078:c#	.net	java	zend-framework	asp.net	php	delphi	frameworks	bdd	html5	10.0%	33.33333333333333%	15.384615384615383
1080:sql	c#	mysql	excel	asp.net	oracle	types	winforms	aggregate-functions	db2	10.0%	50.0%	16.666666666666668
1098:scrum	agile	java	garbage-collection	c#	constants	jvm	methodology	tfs	documentation	10.0%	50.0%	16.666666666666668
1101:android	java	jquery	javascript	python	css	c#	wsdl	java-me	sms	0.0%	0.0%	NaN
1130:c#	asp.net	javascript	.net	database	c++	php	objective-c	asp.net-mvc	java	0.0%	0.0%	NaN
1149:javascript	jquery	c	function	variable-scope	setinterval	prototype	java	html5	namespaces	10.0%	50.0%	16.666666666666668
1150:java	multithreading	c#	javascript	iphone	reference	winapi	emacs	c++	.net	20.0%	50.0%	28.571428571428573
1151:c#	javascript	asp.net	.net	php	java	language-agnostic	c++	c	asp.net-mvc	0.0%	0.0%	NaN
1155:arrays	java	php	c#	c	jquery	asp.net	javascript	css	validation	10.0%	33.33333333333333%	15.384615384615383
1167:c#	performance	asp.net	.net	c++	programming-languages	web-development	php	windows	iphone	20.0%	66.66666666666666%	30.769230769230766
1171:sql	sql-server	mysql	tsql	query	oracle	sql-server-2005	php	jdbc	join	0.0%	0.0%	NaN
1172:java	eclipse	netbeans	java-ee	eclipse-plugin	eclipse-rcp	.net	rcp	ide	c#	10.0%	50.0%	16.666666666666668
1227:java	spring	asp.net	entity-framework	hibernate	c#	dependency-injection	spring-mvc	.net	frameworks	30.0%	100.0%	46.15384615384615
1241:c#	asp.net	.net	windows	application	flex	console-application	wpf	web-applications	date	0.0%	0.0%	NaN
1250:c#	datetime	.net	python	java	ruby	c++	json	php	javascript	10.0%	25.0%	14.285714285714286
1251:java	c#	ruby-on-rails	php	jsp	css	ruby	python	math	asp.net	0.0%	0.0%	NaN
1262:java	https	apache	cryptography	c	ssl	php	ruby	windows	asp.net	10.0%	25.0%	14.285714285714286
1309:books	c#	java	unit-testing	.net	testing	tdd	ruby-on-rails	c++	asp.net-mvc	20.0%	66.66666666666666%	30.769230769230766
1315:windows	php	c	dll	linux	.net	c#	c++	environment-variables	hide	20.0%	40.0%	26.666666666666668
1339:datetime	java	c#	asp.net	.net	php	format	ruby	time	javascript	0.0%	0.0%	NaN
1351:asp.net-mvc	php	ruby-on-rails	calendar	javascript	cakephp	jquery	date	razor	ruby-on-rails-3	20.0%	66.66666666666666%	30.769230769230766
1354:arrays	php	perl	c	algorithm	matlab	performance	c++	homework	interview-questions	10.0%	50.0%	16.666666666666668
1380:python	printing	string	javascript	c#	c	css	java	lambda	utf-8	10.0%	50.0%	16.666666666666668
1387:.net	c#	asp.net	mono	iis	.net-3.5	java	ide	c++	deployment	20.0%	40.0%	26.666666666666668
1388:c#	.net	java	android	ubuntu	delphi	windows	python	nsis	pdo	10.0%	33.33333333333333%	15.384615384615383
1400:workflow-foundation	workflow	c#	workflow-foundation-4	iphone	asp.net	android	scripting	sharepoint	.net	20.0%	40.0%	26.666666666666668
1404:flex	actionscript-3	java	flash	adobe	c#	.net	label	datagrid	asp.net	10.0%	25.0%	14.285714285714286
1416:windows	c#	casting	.net	facebook	java	c++	c	dll	asp.net	20.0%	50.0%	28.571428571428573
1422:cookies	php	asp.net	homework	javascript	java	html5	c++	ajax	c#	10.0%	33.33333333333333%	15.384615384615383
1423:regex	java	javascript	python	lambda	jsp	ruby	.net	history	compiler	10.0%	33.33333333333333%	15.384615384615383
1426:java	c#	c++	javascript	casting	asp.net	c	html	python	.net	10.0%	25.0%	14.285714285714286
1431:java	c#	lisp	c++	vb.net	css	jsp	python	html	ajax	0.0%	0.0%	NaN
1433:ruby-on-rails	ruby	php	frameworks	javascript	ruby-on-rails-3	rvm	jruby	mvc	node.js	30.0%	60.0%	40.0
1440:python	printing	c#	string	asp.net	java	datetime	.net	c	css	0.0%	0.0%	NaN
1468:sql	sql-server	c#	java	php	python	django	sql-server-2005	string	c	20.0%	100.0%	33.333333333333336
1471:ruby-on-rails	ruby	java	python	css	obfuscation	ruby-on-rails-3	jruby	c++	asp.net	10.0%	50.0%	16.666666666666668
1472:silverlight	php	c#	cron	python	java	porting	c++	posix	mysql	20.0%	50.0%	28.571428571428573
1486:c#	java	c++	interface	c	.net	oop	abstract-class	mpi	iphone	10.0%	25.0%	14.285714285714286
1495:c#	php	java	javascript	wpf	math	flash	asp.net	r	c++	0.0%	0.0%	NaN
1514:c#	interface	java	.net	oop	c++	abstract-class	c	mpi	serialization	20.0%	100.0%	33.333333333333336
1516:html	java	javascript	css	jquery	scale	c#	python	latex	objective-c	30.0%	75.0%	42.857142857142854
1537:c	c++	gcc	char	visual-c++	printf	c++0x	casting	arrays	typedef	10.0%	50.0%	16.666666666666668
1539:python	c	c++	string	c#	printing	php	bash	file-io	iphone	10.0%	50.0%	16.666666666666668
1551:java	php	joomla	asp.net	c#	paypal	html	jquery	spring-security	spring	10.0%	25.0%	14.285714285714286
1575:google	language	android	tabcontrol	c#	objective-c	paypal	iphone	php	nexus-one	10.0%	50.0%	16.666666666666668
1577:visual-studio	.net	visual-studio-2008	c++	java	visual-studio-2010	c#	visual-c++	php	css	0.0%	0.0%	NaN
1595:css	html	css3	internet-explorer	div-layouts	webkit	div	internet-explorer-8	xhtml	image	20.0%	100.0%	33.333333333333336
1605:php	javascript	forms	html	variables	php5	testing	c#	visual-studio	post	10.0%	100.0%	18.181818181818183
1606:unit-testing	tdd	c#	mstest	.net	testing	java	php	junit4	bdd	10.0%	33.33333333333333%	15.384615384615383
1608:.htaccess	mod-rewrite	asp.net	apache	java	file	upload	php	c#	url	10.0%	25.0%	14.285714285714286
1615:sql-server	sql	sql-server-2005	linq-to-sql	sql-server-2008	database	tsql	linq	sql-server-express	orm	30.0%	60.0%	40.0
1619:wpf	windows	.net	c#	java	iphone	linux	c++	wpf-controls	dll	0.0%	0.0%	NaN
1633:c++	c	stl	char	buffer	file-io	windows	binaryfiles	c#	arrays	10.0%	20.0%	13.333333333333334
1644:java	c#	c++	.net	memory-management	memory	windows	cocoa	asp.net	python	10.0%	50.0%	16.666666666666668
1649:php	c#	asp.net	java	paypal	.net	gwt	settings	joomla	spring-security	20.0%	50.0%	28.571428571428573
1650:web-services	wcf	asp.net	.net	visual-studio	java	visual-studio-2008	c#	service	visual-studio-2010	20.0%	100.0%	33.333333333333336
1667:git	svn	mercurial	excel	iphone	c#	tortoisesvn	version-control	visual-studio-2010	asp.net	10.0%	33.33333333333333%	15.384615384615383
1682:xml	c#	java	xsd	xpath	php	linq	xml-schema	xslt	string	20.0%	40.0%	26.666666666666668
1687:javascript	c#	iphone	php	r	objective-c	jquery	java	antlr	icalendar	10.0%	25.0%	14.285714285714286
1694:c#	asp.net	javascript	.net	php	c	python	serialization	asp.net-mvc	assemblies	10.0%	50.0%	16.666666666666668
1703:javascript	iframe	html	java	asp.net	.net	c#	jsp	actionscript-3	android	10.0%	33.33333333333333%	15.384615384615383
1705:asp.net	http	c#	blackberry	php	javascript	android	delphi	tcp	browser	10.0%	20.0%	13.333333333333334
1707:asp.net	java	c++	javascript	php	r	ajax	collections	python	c#	10.0%	33.33333333333333%	15.384615384615383
1708:java	php	.net	asp.net	c#	mvc	unity	delphi	c++	asp.net-mvc	10.0%	33.33333333333333%	15.384615384615383
1715:javascript	c#	asp.net	java	wpf	winforms	html	usercontrols	jquery	minimize	10.0%	100.0%	18.181818181818183
1748:asp.net	c#	scale	cocoa	java	objective-c	c	latex	iphone	size	10.0%	33.33333333333333%	15.384615384615383
1753:php	java	asp.net	javascript	c#	css	css3	c++	linux	asp.net-ajax	0.0%	0.0%	NaN
1754:java	windows	c#	wpf	php	dll	android	c	javascript	c++	10.0%	33.33333333333333%	15.384615384615383
1756:c#	java	iphone	oauth	gwt	ios	winapi	.net	c++	twitter	10.0%	25.0%	14.285714285714286
1764:c++	c#	java	vector	pointers	constructor	python	oop	iterator	virtual	20.0%	66.66666666666666%	30.769230769230766
1801:programming-languages	c++	functional-programming	c	c#	oop	php	f#	language-agnostic	lisp	10.0%	25.0%	14.285714285714286
1815:php	java	c++	.net	c#	android	javascript	objective-c	ruby-on-rails	sharepoint2007	0.0%	0.0%	NaN
1816:git	svn	mercurial	version-control	tortoisesvn	git-svn	clone	dvcs	commit	github	10.0%	25.0%	14.285714285714286
1830:wcf	service	.net	c#	android	rest	web-services	windows-services	castle-activerecord	asp.net	10.0%	100.0%	18.181818181818183
1832:garbage-collection	scrum	java	agile	c#	constants	jvm	project-management	methodology	c	10.0%	33.33333333333333%	15.384615384615383
1841:java	unit-testing	junit	testing	tdd	ruby	asp.net	jsp	r	javascript	0.0%	0.0%	NaN
1846:java	ant	msbuild	c#	maven	teamcity	continuous-integration	c++	android	visual-studio-2008	0.0%	0.0%	NaN
1864:python	c#	c	css	javascript	firefox	string	gtk+	iphone	asp.net	10.0%	33.33333333333333%	15.384615384615383
1899:visual-studio	visual-studio-2008	visual-studio-2010	c++	visual-c++	c#	intellisense	tfs	php	windows	10.0%	50.0%	16.666666666666668
1901:java	c#	.net	zend-framework	asp.net	c++	android	iphone	frameworks	open-source	20.0%	50.0%	28.571428571428573
1903:javascript	vb.net	python	java	php	c#	.net	c++	linux	math	10.0%	33.33333333333333%	15.384615384615383
1905:.net	java	c#	asp.net	php	zend-framework	frameworks	.net-3.5	.net-4.0	mono	0.0%	0.0%	NaN
1920:jquery	asp.net	c#	javascript	iphone	events	mysql	jquery-ui	sql	.net	20.0%	100.0%	33.333333333333336
1935:c#	asp.net	mvc	asp.net-mvc	logging	asp.net-mvc-3	ruby-on-rails	elmah	log4net	java	20.0%	100.0%	33.333333333333336
1953:python	c#	c++	c	performance	asp.net	.net	programming-languages	web-development	objective-c	10.0%	25.0%	14.285714285714286
1959:php	mysql	iis	sql	web-development	apache	regex	escaping	doctrine	ubuntu	30.0%	60.0%	40.0
1976:perl	python	javascript	java	database	sql	asp.net	ruby	mod-rewrite	.net	10.0%	16.666666666666664%	12.499999999999998
1979:c#	jsf	jquery	scope	jsf-2.0	properties	html	javascript	vb.net	spring	0.0%	0.0%	NaN
1987:ruby-on-rails	ruby	ruby-on-rails-3	jruby	bundler	rake	objective-c	rvm	rubygems	apache	10.0%	25.0%	14.285714285714286
1994:sharepoint	sharepoint2010	sharepoint2007	wss	c#	webparts	.net	moss	asp.net	java	20.0%	66.66666666666666%	30.769230769230766
2018:mysql	sql	php	database	query	sql-server-2008	select	pivot	c#	replication	0.0%	0.0%	NaN
2042:visual-studio	visual-studio-2008	visual-studio-2010	visual-c++	c#	.net	projects-and-solutions	c++	open-source	ide	10.0%	100.0%	18.181818181818183
2078:dns	ip-address	windows	networking	vim	java	c#	ip	php	sockets	10.0%	33.33333333333333%	15.384615384615383
2098:multithreading	java	mutex	c#	c++	thread-safety	android	emacs	linux	pthreads	10.0%	33.33333333333333%	15.384615384615383
2116:maven-2	java	maven	plugins	eclipse	dependencies	hibernate	ruby-on-rails	aspectj	maven-plugin	30.0%	75.0%	42.857142857142854
2118:svn	git	version-control	mercurial	tortoisesvn	dvcs	.net	c#	visual-studio-2008	gitignore	10.0%	50.0%	16.666666666666668
2121:c++	visual-studio-2010	visual-studio	windows	.net	ant	build	java	visual-studio-2008	msbuild	10.0%	33.33333333333333%	15.384615384615383
2143:php	arrays	php5	associative-array	multidimensional-array	loops	key	scripting	recursion	ruby-on-rails	10.0%	33.33333333333333%	15.384615384615383
2149:asp.net	iis	authentication	c#	windows	.net	sql	sql-server	windows-authentication	security	40.0%	80.0%	53.333333333333336
2163:.net	c#	iphone	java	objective-c	delphi	programming-languages	django	php	c++	0.0%	0.0%	NaN
2177:iphone	objective-c	windows	java	c++	winapi	php	javascript	window-messages	microsoft-surface	10.0%	50.0%	16.666666666666668
2181:css	javascript	asp.net	browser	css3	html	safari	cocoa-touch	google-maps-api-3	google-maps	10.0%	25.0%	14.285714285714286
2191:wpf	c#	.net	silverlight	xaml	databinding	wpf-controls	stackpanel	listbox	asp.net	20.0%	66.66666666666666%	30.769230769230766
2206:asp.net	mvc	windows	asp.net-mvc	c#	windows-mobile	php	frameworks	windows-phone-7	c	20.0%	66.66666666666666%	30.769230769230766
2215:windows	c	c#	iphone	operating-system	windows-7	java	hash	git	c++	10.0%	33.33333333333333%	15.384615384615383
2216:.net	c#	java	delphi	rss	msmq	generics	asp.net	initialization	c++	10.0%	20.0%	13.333333333333334
2250:sql	c#	database	image	terminology	php	html	flash	actionscript-3	c++	0.0%	0.0%	NaN
2254:javascript	html	jquery	c#	css	winforms	colors	internet-explorer	input	php	0.0%	0.0%	NaN
2281:sql	mysql	php	c#	timestamp	datetime	r	tsql	sql-server-2005	sql-server-2008	20.0%	66.66666666666666%	30.769230769230766
2291:javascript	asp.net	c#	objective-c	mysql	sql	asp.net-mvc-3	entity-framework-4	android	eclipse	10.0%	33.33333333333333%	15.384615384615383
2300:design	design-patterns	c#	oop	java	.net	software-design	principles	methodology	agile	10.0%	100.0%	18.181818181818183
2310:agile	scrum	unit-testing	.net	iphone	java	objective-c	javascript	nunit	version-control	0.0%	0.0%	NaN
2323:sql	ms-access	database	mysql	c#	c	.net	sqlite	sql-server	php	20.0%	40.0%	26.666666666666668
2329:sql-server	java	sql	mysql	c#	stored-procedures	database	swing	sql-server-2005	android	20.0%	66.66666666666666%	30.769230769230766
2356:java	eclipse	maven	ant	maven-2	plugins	eclipse-plugin	jenkins	hudson	continuous-integration	30.0%	100.0%	46.15384615384615
2363:wpf	c#	treeview	mvvm	winforms	tree	datagrid	asp.net	xml	extjs	40.0%	100.0%	57.142857142857146
2373:programming-languages	feeds	rss	javascript	c	self-improvement	books	atom	career-development	website	0.0%	0.0%	NaN
2376:c#	windows	.net	java	vb.net	session	winforms	vb6	windows-phone-7	qt	20.0%	50.0%	28.571428571428573
2380:programming-languages	c++	c	career-development	functional-programming	logic-programming	prolog	factor	c#	python	10.0%	25.0%	14.285714285714286
2382:java	iphone	c#	html	css	png	actionscript-3	flash	image	math	30.0%	100.0%	46.15384615384615
2388:wcf	.net	c#	web-services	binding	asp.net	silverlight	security	json	wsdl	10.0%	25.0%	14.285714285714286
2398:debugging	flash	actionscript-3	asp.net	flex	visual-studio-2010	objective-c	visual-studio	php	flexbuilder	30.0%	100.0%	46.15384615384615
2411:java	css	swing	c#	asp.net	vb6	casting	c++	android	javascript	0.0%	0.0%	NaN
2450:c#	c++	java	sql	xaml	wpf	android	computer-vision	viper	emacs	0.0%	0.0%	NaN
2456:c#	java	c	asp.net	javascript	c++	.net	hibernate	php	html	10.0%	33.33333333333333%	15.384615384615383
2470:php	apache	.htaccess	mod-rewrite	webserver	server	html	crontab	bittorrent	wml	30.0%	100.0%	46.15384615384615
2485:visual-studio	visual-studio-2010	visual-studio-2008	c++	c#	visual-c++	windows	resharper	synchronization	.net	10.0%	25.0%	14.285714285714286
2488:java	hibernate	c++	testing	junit	c#	math	iphone	python	tdd	0.0%	0.0%	NaN
2490:java	javascript	c#	web-services	unicode	xml	python	ruby	encoding	null	30.0%	75.0%	42.857142857142854
2504:css	html	c#	css3	web-development	hover	xul	coding-style	python	url	20.0%	66.66666666666666%	30.769230769230766
2505:asp.net	c#	jquery	javascript	checkbox	android	.net	html5	css3	java	20.0%	100.0%	33.333333333333336
2522:http	php	asp.net	request	c#	post	javascript	jquery	java	content-type	0.0%	0.0%	NaN
2537:sql	c#	mysql	insert	sql-server	regex	asp.net	iphone	python	vb.net	20.0%	50.0%	28.571428571428573
2548:java	math	string	c++	formatting	numbers	arrays	double	objective-c	float	10.0%	33.33333333333333%	15.384615384615383
2552:programming-languages	c#	internationalization	ruby-on-rails	lisp	iphone	string	japanese	poll	evangelising	0.0%	0.0%	NaN
2553:java	php	javascript	asp.net	css	css3	math	python	.net	features	0.0%	0.0%	NaN
2577:java	c++	javascript	r	objective-c	jboss	windows	dll	php	jms	10.0%	25.0%	14.285714285714286
2609:php	variables	c	c#	java	get	javascript	objective-c	python	vb6	0.0%	0.0%	NaN
2610:jquery	drag-and-drop	javascript	jquery-ui	php	iphone	c#	asp.net	java	ajax	30.0%	100.0%	46.15384615384615
