3:unicode	encoding	string	utf-8	java	c++	sql	c	c#	ascii	30.0%	60.0%	40.0
274:c#	windows	.net	php	javascript	com	asp.net	java	iphone	c	10.0%	50.0%	16.666666666666668
287:design-patterns	design	java	books	.net	c#	oop	android	decisiontrees	domain-driven-design	20.0%	100.0%	33.333333333333336
290:jquery	html	css	javascript	select	c#	java	option	stack	android	10.0%	50.0%	16.666666666666668
299:design	design-patterns	books	.net	web-design	css	java	c#	wcf	database-design	10.0%	50.0%	16.666666666666668
301:java	jsp	servlets	java-ee	c#	web-development	web-services	jstl	spring	el	20.0%	50.0%	28.571428571428573
310:rss	c#	php	asp.net	javascript	.net	css	html	atom	xml	10.0%	50.0%	16.666666666666668
318:tree	database	data-structures	database-design	ruby-on-rails	sql	algorithm	c	javascript	php	10.0%	50.0%	16.666666666666668
323:css	iphone	java	c#	cocoa	python	colors	.net	android	java-me	10.0%	25.0%	14.285714285714286
325:ssl	c#	certificate	https	java	security	android	apache	javascript	ssl-certificate	20.0%	66.66666666666666%	30.769230769230766
330:c#	python	xml	asp.net	java	.net	rest	wcf	soap	web-services	20.0%	66.66666666666666%	30.769230769230766
334:jquery	javascript	iphone	sql	c#	python	vb.net	mfc	.net	gui	20.0%	40.0%	26.666666666666668
351:bash	shell	python	linux	unix	c	asp.net	emacs	command	command-line	10.0%	25.0%	14.285714285714286
355:sql	mysql	sql-server	linq	group-by	tsql	c#	query	sql-server-2008	sum	20.0%	100.0%	33.333333333333336
356:maven-2	maven	java	dependencies	hibernate	ivy	build-process	archetypes	nexus	ant	30.0%	100.0%	46.15384615384615
359:c#	java	.net	php	jquery	javascript	r	c	ajax	android	20.0%	66.66666666666666%	30.769230769230766
362:c#	xml	asp.net	javascript	formatting	html	internet-explorer	format	css	c++	10.0%	50.0%	16.666666666666668
380:c#	php	java	asp.net	r	javascript	c	mvc	features	.net-4.0	0.0%	0.0%	0.0
388:java	c#	asp.net	php	static	android	http-headers	caching	oop	c++	30.0%	75.0%	42.857142857142854
402:c#	php	java	android	.net	iis	c++	mysql	php5	objective-c	10.0%	100.0%	18.181818181818183
413:c#	visual-studio	visual-studio-2008	java	.net	visual-studio-2010	asp.net	css	c++	objective-c	0.0%	0.0%	0.0
426:php	c#	javascript	sql	variables	java	c	android	get	mysql	0.0%	0.0%	0.0
452:java	c++	android	bash	php	arrays	asp.net	multithreading	command-line	wpf	10.0%	100.0%	18.181818181818183
458:java	oop	javascript	multithreading	homework	android	exception-handling	try-catch	datetime	handle	10.0%	25.0%	14.285714285714286
472:java	.net	database	android	c	django	grails	ms-access	javascript	php	10.0%	100.0%	18.181818181818183
500:nhibernate	c#	javascript	linq	java	php	mapping	casting	linq-to-nhibernate	delphi	20.0%	40.0%	26.666666666666668
506:php	date	java	sql	mysql	tsql	iphone	c#	month	objective-c	10.0%	100.0%	18.181818181818183
512:web-services	java	c#	tomcat	python	string	android	javascript	url	jquery	10.0%	33.33333333333333%	15.384615384615383
527:objective-c	iphone	nsstring	ios	cocoa-touch	nsarray	javascript	xcode	ipad	iphone-sdk-3.0	0.0%	0.0%	0.0
539:visual-studio	visual-studio-2008	c++	visual-studio-2010	projects-and-solutions	c#	.net	visual-c++	version-control	projects	20.0%	100.0%	33.333333333333336
541:licensing	gpl	open-source	c#	winforms	icons	gnu	.net	closed-source	taskbar	20.0%	100.0%	33.333333333333336
552:visual-studio	visual-studio-2010	visual-studio-2008	c++	visual-c++	php	java	visual	html5	gcc	10.0%	50.0%	16.666666666666668
562:python	iis	django	php	search	apache	windows	solr	iis6	library	20.0%	100.0%	33.333333333333336
570:database	sql	mysql	database-design	c#	php	ms-access	sql-server	.net	java	10.0%	33.33333333333333%	15.384615384615383
593:svn	git	version-control	licensing	mercurial	dvcs	repository	git-svn	eclipse	java	20.0%	40.0%	26.666666666666668
607:asp.net	c#	javascript	iphone	.net	java	jquery	controls	mysql	windows	20.0%	66.66666666666666%	30.769230769230766
623:iphone	objective-c	cocoa-touch	iphone-sdk-4.0	iphone-sdk-3.0	xcode	safari	windows	store	apple	0.0%	0.0%	0.0
628:svn	php	clipboard	version-control	copy	python	tortoisesvn	windows	.net	firefox	20.0%	100.0%	33.333333333333336
645:c#	java	.net	android	r	php	javascript	windows	database	mysql	0.0%	0.0%	0.0
670:opengl	opengl-es	c++	graphics	iphone	shader	c	opengl-es-2.0	glsl	game-development	10.0%	33.33333333333333%	15.384615384615383
673:email	php	c#	java	gmail	asp.net	regex	iphone	outlook	objective-c	20.0%	66.66666666666666%	30.769230769230766
679:windows	.net	c#	php	upgrade	version	c++	msi	windows-installer	java	20.0%	50.0%	28.571428571428573
682:python	c#	django	.net	orm	java	ruby	c++	linux	php	0.0%	0.0%	0.0
687:java	asp.net	c#	vb.net	c++	android	.net	application	iis	include	0.0%	0.0%	0.0
693:.net	email	c#	asp.net	exception	php	exchange	android	java	c++	20.0%	66.66666666666666%	30.769230769230766
718:javascript	asp.net	jquery	php	validation	postback	floating-accuracy	floating-point	homework	css	20.0%	100.0%	33.333333333333336
719:c#	java	.net	.htaccess	redirect	php	apache	javascript	html	css	10.0%	25.0%	14.285714285714286
748:hosting	asp.net	nhibernate	web-hosting	c#	asp.net-mvc	php	erlang	.net	shared-hosting	20.0%	66.66666666666666%	30.769230769230766
749:visual-studio	visual-studio-2010	visual-studio-2008	.net	c#	asp.net	publish	build	visual	sql-server-express	20.0%	50.0%	28.571428571428573
756:bash	shell	linux	cygwin	windows	python	selenium	c	unix	cmd	10.0%	50.0%	16.666666666666668
784:vim	java	mysql	c#	iphone	asp.net	intellij-idea	oracle	android	vimrc	10.0%	50.0%	16.666666666666668
786:bash	shell	linux	c	unix	ruby	command-line	java	windows	c++	10.0%	50.0%	16.666666666666668
789:java	c++	struts2	c#	integer	.net	struts	c	ruby	algorithm	20.0%	100.0%	33.333333333333336
792:string	c#	objective-c	java	javascript	c	php	iphone	string-formatting	bash	0.0%	0.0%	0.0
797:python	django	php	windows	android	format	javascript	web-development	c#	java	10.0%	33.33333333333333%	15.384615384615383
818:c#	iphone	.net	windows	image	css	visual-c++	image-processing	asp.net	android	10.0%	33.33333333333333%	15.384615384615383
835:c#	java	ruby-on-rails	asp.net	struts2	asp.net-mvc	cakephp	ruby-on-rails-3	sharepoint	zend-framework	20.0%	66.66666666666666%	30.769230769230766
836:python	ssh	dictionary	django	.net	c++	file	c#	erlang	iphone	10.0%	33.33333333333333%	15.384615384615383
852:bash	java	python	vim	c++	windows	php	javascript	command	objective-c	10.0%	50.0%	16.666666666666668
853:css	html	firefox	google-chrome	browser	javascript	safari	web-development	xhtml	css3	40.0%	100.0%	57.142857142857146
878:c#	asp.net	.net	properties	database	java	list	regex	linq	iphone	20.0%	66.66666666666666%	30.769230769230766
879:java	c#	generics	c++	exception	class	.net	string	jdbc	objective-c	20.0%	100.0%	33.333333333333336
896:design-patterns	c#	javascript	design	asp.net	php	.net	java	mvc	patterns	20.0%	40.0%	26.666666666666668
900:agile	scrum	java	asp.net	project-management	qa	web-development	java-ee	methodology	education	10.0%	25.0%	14.285714285714286
934:c#	.net	iphone	c	python	design-patterns	sql	php	sql-server-2005	c++	10.0%	50.0%	16.666666666666668
968:stored-procedures	sql-server	sql	sql-server-2008	sql-server-2005	tsql	c#	oracle	mysql	count	20.0%	100.0%	33.333333333333336
992:c#	python	.net	parsing	c++	c	java	rss	asp.net	json	0.0%	0.0%	0.0
1007:qt	c++	python	android	jquery	asp.net	java	iphone	ruby	mfc	10.0%	50.0%	16.666666666666668
1020:cookies	asp.net	javascript	session	php	java	annotations	session-cookies	c#	subdomain	30.0%	60.0%	40.0
1032:multithreading	c	multicore	java	linux	c#	cpu	cpu-usage	parallel-programming	opencl	20.0%	66.66666666666666%	30.769230769230766
1039:eclipse	java	eclipse-plugin	plugins	c#	internet-explorer	maven	maven-2	c++	visual-studio-2008	20.0%	50.0%	28.571428571428573
1066:svn	java	eclipse	clipboard	ant	copy	osx	windows	android	c	20.0%	100.0%	33.333333333333336
1112:.net	c#	.net-4.0	java	https	.net-3.5	ssl	clr	wcf	ssl-certificate	0.0%	0.0%	0.0
1121:java	c++	c#	prolog	.net	php	asp.net	html5	iphone	android	10.0%	33.33333333333333%	15.384615384615383
1124:ruby-on-rails	ruby	ruby-on-rails-3	textmate	ide	rubygems	netbeans	editor	snow-leopard	windows	20.0%	66.66666666666666%	30.769230769230766
1130:c#	database	lucene	sql-server	c++	.net	java	python	php	asp.net	10.0%	25.0%	14.285714285714286
1158:xml	iphone	unicode	encoding	java	c++	c#	string	c	xml-parsing	20.0%	100.0%	33.333333333333336
1160:stored-procedures	sql-server	sql	oracle	triggers	mysql	asp.net	sql-server-2008	java	sql-server-2005	30.0%	100.0%	46.15384615384615
1164:asp.net	session	c#	php	asp.net-mvc	java	spring-security	cookies	session-state	login	20.0%	66.66666666666666%	30.769230769230766
1168:email	php	asp.net	android	java	c#	outlook-addin	gmail	nservicebus	msmq	0.0%	0.0%	0.0
1176:.net	c#	java	php	c++	web-services	android	authentication	database	asp.net	10.0%	33.33333333333333%	15.384615384615383
1184:c#	sql	mysql	types	c++	javascript	java	html5	django	generics	20.0%	50.0%	28.571428571428573
1187:java	c#	asp.net	.net	compiler	awt	assert	javascript	php	objective-c	10.0%	100.0%	18.181818181818183
1192:html	javascript	tags	xhtml	java	c#	html5	validation	css	xml	20.0%	50.0%	28.571428571428573
1198:flash	video	audio	iphone	php	c#	android	actionscript	flex	actionscript-3	20.0%	50.0%	28.571428571428573
1199:java	http	php	website	html	javascript	mod-rewrite	c#	android	asp.net	0.0%	0.0%	0.0
1205:c#	.net	c++	compiler	java	asp.net	vb.net	javascript	swing	closures	10.0%	20.0%	13.333333333333334
1206:c#	.net	java	encryption	php	bytearray	ruby-on-rails-3	passwords	sql	c++	20.0%	66.66666666666666%	30.769230769230766
1213:php	python	mod-rewrite	c++	c#	apache	java	javascript	objective-c	ruby	0.0%	0.0%	0.0
1228:perl	haskell	c#	python	java	perl6	ruby-on-rails	windows	computer-science	perl-module	10.0%	33.33333333333333%	15.384615384615383
1229:c#	.net	frameworks	java	zend-framework	interface	android	security	php	inversion-of-control	10.0%	100.0%	18.181818181818183
1233:mysql	sql	query	sql-server	ruby-on-rails	database	java	php	ruby	sql-server-2008	20.0%	100.0%	33.333333333333336
1246:sql-server	sql	sql-server-2008	sql-server-2005	tsql	books	reporting-services	web-services	sql-server-2000	ssms	20.0%	66.66666666666666%	30.769230769230766
1247:c#	asp.net	java	c++	r	php	javascript	windows	python	ajax	0.0%	0.0%	0.0
1264:c#	java	asp.net	c++	.net	javascript	math	r	php	python	10.0%	33.33333333333333%	15.384615384615383
1267:c#	java	.net	javascript	c	multithreading	android	python	iphone	windows	10.0%	33.33333333333333%	15.384615384615383
1269:java	c#	c	algorithm	c++	math	integer	python	integer-overflow	homework	20.0%	50.0%	28.571428571428573
1279:java	javascript	c#	html	php	css	spring	spring-security	mod-rewrite	apache	10.0%	33.33333333333333%	15.384615384615383
1283:web-services	wcf	c#	asp.net	.net	rest	.net-4.0	android	service	iphone	10.0%	33.33333333333333%	15.384615384615383
1286:mysql	database	indexing	sql-server	sql	php	lucene	query	performance	java	20.0%	66.66666666666666%	30.769230769230766
1287:php	time	c#	android	asp.net	open-source	java	c++	windows	datetime	0.0%	0.0%	0.0
1312:gcc	c++	c	linux	mingw	linker	solaris	g++	shared-libraries	licensing	10.0%	25.0%	14.285714285714286
1321:java	.net	html	xml	c#	c++	unit-testing	database-design	uml	python	0.0%	0.0%	0.0
1330:c#	winforms	richtextbox	java	combobox	vb.net	javascript	.net	asp.net	swing	20.0%	40.0%	26.666666666666668
1335:c#	winforms	contextmenu	javascript	menu	controls	asp.net	.net	vb.net	wpf	40.0%	100.0%	57.142857142857146
1361:sockets	c	networking	udp	android	c#	ssl	tcp	https	network-programming	10.0%	25.0%	14.285714285714286
1366:c#	.net	java	c	asp.net	c++	css	audio	gcc	math	0.0%	0.0%	0.0
1371:mysql	sql	sql-server	performance	indexing	oracle	database	query	update	query-optimization	30.0%	60.0%	40.0
1392:excel	c#	vba	excel-vba	excel-formula	asp.net	excel-2007	vb.net	macros	.net	0.0%	0.0%	0.0
1395:java	c#	object	iphone	objective-c	.net	oop	list	class	properties	20.0%	100.0%	33.333333333333336
1400:c#	workflow	workflow-foundation	.net	c++	android	neural-network	networking	iphone	workflow-foundation-4	20.0%	40.0%	26.666666666666668
1405:ruby-on-rails	ruby	ruby-on-rails-3	java	date	integer	activerecord	arrays	action	datamapper	20.0%	100.0%	33.333333333333336
1417:html	latex	selenium	c#	c++	javascript	asp.net	xml	matrix	typesetting	20.0%	100.0%	33.333333333333336
1457:arrays	perl	javascript	java	homework	ruby	multidimensional-array	python	php	c#	0.0%	0.0%	0.0
1458:javascript	.net	iphone	c#	c++	css	png	internet-explorer	programming-languages	asp.net-mvc	0.0%	0.0%	0.0
1465:c#	java	ms-access	php	c++	c	asp.net	javascript	delphi	sql-server-2005	0.0%	0.0%	0.0
1479:flex	flash	actionscript-3	javascript	c#	actionscript	html	excel	flex3	html5	20.0%	100.0%	33.333333333333336
1482:jquery	javascript	events	c#	event-handling	css	android	javascript-events	winforms	forms	20.0%	100.0%	33.333333333333336
1492:java	swing	c++	gwt	c#	awt	gui	iphone	vector	jlist	20.0%	50.0%	28.571428571428573
1493:tools	java	c++	python	ie8-developer-tools	linux	c#	database-design	language-agnostic	.net	10.0%	33.33333333333333%	15.384615384615383
1503:frameworks	java	php	zend-framework	unit-testing	c#	.net	tdd	mocking	android	0.0%	0.0%	0.0
1519:javascript	php	jquery	html	css	input	mysql	text	c#	sql	20.0%	66.66666666666666%	30.769230769230766
1551:c#	paypal	php	asp.net	sql-server	transactions	payment-gateway	payment	winforms	grails	10.0%	25.0%	14.285714285714286
1552:java	c++	algorithm	vim	css	iphone	c#	oracle	syntax	programming-languages	20.0%	50.0%	28.571428571428573
1558:javascript	css	php	asp.net	browser	html	java	firefox	python	c#	0.0%	0.0%	0.0
1561:c#	asp.net	php	time	python	java	android	visual-studio-2008	.net	css	10.0%	33.33333333333333%	15.384615384615383
1569:asp.net	c#	.net	wpf	winforms	controls	visual-studio	usercontrols	iphone	javascript	0.0%	0.0%	0.0
1572:mysql	perl	python	haskell	linux	cpan	ruby	ruby-on-rails	c#	install	20.0%	66.66666666666666%	30.769230769230766
1590:sql	mysql	sql-server	oracle	query	database	php	join	sqlite	distinct	20.0%	66.66666666666666%	30.769230769230766
1604:sql	mysql	sql-server	database	tsql	performance	sql-server-2008	php	oracle	linq-to-sql	10.0%	50.0%	16.666666666666668
1606:unit-testing	java	junit	c#	.net	mocking	testing	asp.net-mvc	rhino-mocks	unit	10.0%	33.33333333333333%	15.384615384615383
1615:sql-server	c#	asp.net	.net	sql-server-2008	java	sql-server-2005	sql	database	sql-server-express	20.0%	40.0%	26.666666666666668
1616:php	mysql	session	asp.net	security	mvc	c#	oracle	mysqli	database-connection	20.0%	50.0%	28.571428571428573
1622:c	java	cpu	cpu-usage	c++	coredump	dump	c#	processor	process	20.0%	66.66666666666666%	30.769230769230766
1662:nhibernate	c#	.net	iphone	linq	java	android	syncframework	synchronization	mapping	20.0%	66.66666666666666%	30.769230769230766
1663:c#	java	python	encryption	.net	dictionary	php	hashtable	android	web-config	10.0%	33.33333333333333%	15.384615384615383
1665:eclipse	java	project	netbeans	jar	android	php	include	c++	maven-2	10.0%	100.0%	18.181818181818183
1719:blackberry	android	usb	bluetooth	windows	c#	iphone	winapi	uuid	api	20.0%	50.0%	28.571428571428573
1722:javascript	iframe	html	jquery	java	c++	c#	php	reload	refresh	10.0%	100.0%	18.181818181818183
1729:c#	linux	windows	css	html	asp.net	android	winapi	winforms	.net	0.0%	0.0%	0.0
1737:java	c#	.net	c++	html	javascript	asp.net	swing	symfony	iframe	20.0%	66.66666666666666%	30.769230769230766
1741:.net	c#	java	open-source	asp.net	python	library	windows	c++	machine-learning	20.0%	50.0%	28.571428571428573
1755:android	iphone	javascript	php	emacs	c++	video	html	flash-player	flash	10.0%	33.33333333333333%	15.384615384615383
1779:python	php	django	books	string	javascript	session	mongodb	phpdocumentor	qt4	30.0%	100.0%	46.15384615384615
1793:python	django	php	java	twisted	c#	jms	ssl	irc	certificate	10.0%	25.0%	14.285714285714286
1807:c#	java	asp.net	ajax	objective-c	.net-4.0	r	php	javascript	hide	10.0%	100.0%	18.181818181818183
1818:c#	.net	c++	java	visual-studio-2008	eclipse	visual-studio	regex	vb.net	c	10.0%	50.0%	16.666666666666668
1829:javascript	php	python	css	java	regex	c++	windows	html	django	0.0%	0.0%	0.0
1833:sms	android	c#	asp.net	iphone	java	web-development	java-me	phone	blackberry	10.0%	25.0%	14.285714285714286
1836:ruby-on-rails	iphone	c#	objective-c	core-data	python	django	ruby	mysql	entity-framework	0.0%	0.0%	0.0
1892:open-source	c++	c	php	java	licensing	project-management	iphone	forum	asp.net	10.0%	25.0%	14.285714285714286
1922:visual-studio	visual-studio-2008	visual-studio-2010	c#	c++	.net	tfs	intellisense	version-control	editor	10.0%	50.0%	16.666666666666668
1933:operating-system	c#	c++	iphone	windows	c	.net	java	web-development	embedded	0.0%	0.0%	0.0
1937:xml	java	javascript	xsd	validation	xml-schema	.net	parsing	maven-2	wsdl	30.0%	100.0%	46.15384615384615
1938:sqlite	android	iphone	c#	ruby-on-rails	sql	database	asp.net	java	.net	10.0%	33.33333333333333%	15.384615384615383
1946:dictionary	c#	python	.net	ssh	collections	objective-c	list	iteration	hashtable	30.0%	75.0%	42.857142857142854
1952:c#	php	java	asp.net	javascript	iis5	r	python	c++	mvc	0.0%	0.0%	0.0
2010:sql	php	java	sql-server	asp.net	javascript	c#	php5	c++	mysql	20.0%	100.0%	33.333333333333336
2012:php	c#	asp.net	security	python	jquery	java	export	osx	c	20.0%	40.0%	26.666666666666668
2017:javascript	asp.net	user-interface	android	java	html	alert	c#	jquery	css	10.0%	33.33333333333333%	15.384615384615383
2024:visual-studio	visual-studio-2010	visual-studio-2008	c#	debugging	.net	c++	visual-c++	remote-debugging	eclipse	20.0%	100.0%	33.333333333333336
2026:python	bash	shell	linux	c	osx	asp.net	c#	command	c++	10.0%	100.0%	18.181818181818183
2031:perl	javascript	haskell	unit-testing	c#	testing	.net	sql	java	file-io	0.0%	0.0%	0.0
2041:jsf	python	caching	http	.net	java	http-headers	c#	jsp	php	20.0%	40.0%	26.666666666666668
2043:asp.net	c#	.net	java	android	javascript	xcode	php	vb.net	com	0.0%	0.0%	0.0
2044:php	email	c#	java	outlook	xml	ios	objective-c	.net	asp.net	0.0%	0.0%	0.0
2079:c#	java	php	asp.net	testing	.net	c++	geolocation	objective-c	web-services	0.0%	0.0%	0.0
2087:linq	linq-to-sql	.net	sql	c#	java	nhibernate	mysql	layer	asp.net	20.0%	66.66666666666666%	30.769230769230766
2094:iphone	java	objective-c	c#	string	android	.net	float	c++	double	10.0%	25.0%	14.285714285714286
2130:xml	c#	java	dom	xsd	xpath	javascript	namespaces	xml-schema	jdom	20.0%	40.0%	26.666666666666668
2140:ruby-on-rails	python	c#	jquery	unix	c	.net	android	file-io	php	10.0%	50.0%	16.666666666666668
2144:python	module	django	java	import	programming-languages	jython	google-app-engine	perl	ubuntu	20.0%	66.66666666666666%	30.769230769230766
2163:iphone	performance	objective-c	c#	ruby	ruby-on-rails	c++	java	javascript	optimization	0.0%	0.0%	0.0
2165:c#	guid	asp.net	.net	java	c++	php	language-agnostic	objective-c	iphone	10.0%	33.33333333333333%	15.384615384615383
2170:unit-testing	c#	mocking	tdd	java	.net	junit	junit4	testing	rhino-mocks	0.0%	0.0%	0.0
2179:c#	java	asp.net	tsql	sql-server	sql	datetime	php	windows	python	0.0%	0.0%	0.0
2181:css	firefox	javascript	google-chrome	jquery	c#	html	wpf	css3	hover	20.0%	50.0%	28.571428571428573
2182:c#	java	asp.net	php	gwt	r	javascript	c	c++	ruby-on-rails	0.0%	0.0%	0.0
2190:java	javascript	git	svn	c#	php	asp.net	jsp	html5	maven-2	0.0%	0.0%	0.0
2192:c#	javascript	.net	java	php	asp.net-mvc	asp.net	html	jquery	c++	0.0%	0.0%	0.0
2201:visual-studio	visual-studio-2008	visual-studio-2010	.net	c#	visual-c++	wpf	asp.net	winforms	intellisense	10.0%	50.0%	16.666666666666668
2213:c++	vector	boost	iterator	visual-studio-2010	stl	osx	copy	library	arrays	20.0%	66.66666666666666%	30.769230769230766
2224:php	.net	java	javascript	variables	testing	c#	css	windows	emacs	0.0%	0.0%	0.0
2228:c#	asp.net	.net	java	jquery	javascript	python	gridview	php	collections	10.0%	100.0%	18.181818181818183
2230:java	ruby	php	c#	.net	c++	arrays	python	gwt	iphone	0.0%	0.0%	0.0
2231:jquery	javascript	c#	.net	asp.net	oracle	oracle10g	visual-studio	css	validation	30.0%	75.0%	42.857142857142854
2238:windows	c#	.net	c	java	python	c++	ide	dll	javascript	10.0%	50.0%	16.666666666666668
2242:unit-testing	c#	java	mocking	nunit	junit	.net	tdd	junit4	testing	10.0%	25.0%	14.285714285714286
2254:jquery	html	javascript	c#	css	forms	input	php	radio-button	python	0.0%	0.0%	0.0
2257:java	string	c#	javascript	php	c++	c	.net	regex	asp.net	10.0%	33.33333333333333%	15.384615384615383
2270:asp.net	c#	.net	wpf	usercontrols	controls	visual-studio	triggers	web-development	iphone	20.0%	66.66666666666666%	30.769230769230766
2272:qt	c++	compiler	qmake	gcc	qt-creator	symbian	mingw	visual-studio-2010	embedded	20.0%	100.0%	33.333333333333336
2284:javascript	php	emacs	html	css	jquery	apache	internet-explorer	firebug	asp.net	30.0%	75.0%	42.857142857142854
2287:exception	c#	java	.net	c++	exception-handling	asp.net	vb.net	delphi	try-catch	30.0%	100.0%	46.15384615384615
2288:multithreading	java	c#	c++	.net	concurrency	windows	javascript	thread-safety	semaphore	10.0%	50.0%	16.666666666666668
2293:jquery	ajax	javascript	xmlhttprequest	php	asp.net	html	jquery-ajax	firefox	iis6	20.0%	66.66666666666666%	30.769230769230766
2319:c#	javascript	java	.net	bytearray	name-length	fortran	css	asp.net	homework	0.0%	0.0%	0.0
2320:debugging	visual-studio	.net	remote-debugging	visual-studio-2008	visual-studio-2010	c++	eclipse	android	multithreading	10.0%	25.0%	14.285714285714286
2341:sql	mysql	sql-server	join	php	sql-server-2005	linq	c#	query	tsql	10.0%	33.33333333333333%	15.384615384615383
2346:xml	c#	datetime	python	json	asp.net	java	mysql	.net	php	0.0%	0.0%	0.0
2351:iphone	android	button	c#	winforms	asp.net	html	objective-c	.net	listview	30.0%	75.0%	42.857142857142854
2358:asp.net-mvc	asp.net	mvc	routing	c#	asp.net-mvc-2	asp.net-mvc-3	ruby-on-rails	asp.net-mvc-routing	routes	10.0%	33.33333333333333%	15.384615384615383
2399:date	sql	sql-server	php	tsql	java	datetime	sql-server-2008	mysql	javascript	10.0%	33.33333333333333%	15.384615384615383
2418:programming-languages	c++	books	.net	c#	visual-studio	oop	c	resources	winapi	0.0%	0.0%	0.0
2422:php	asp.net	c#	download	ftp	gmail	java	android	c++	c	10.0%	50.0%	16.666666666666668
2442:c++	java	c	c#	jquery	asp.net	python	memory-leaks	windows	visual-c++	0.0%	0.0%	0.0
2455:c#	javascript	function	python	php	.net	scheme	callback	clojure	sql	0.0%	0.0%	0.0
2466:c	c++	struct	char	arrays	c#	typedef	linux	unsigned	objective-c	10.0%	33.33333333333333%	15.384615384615383
2474:iphone	appstore	ios	objective-c	apple	xcode	app	application	jailbreak	passwords	10.0%	50.0%	16.666666666666668
2478:mysql	sql	database	php	sql-server	query	update	database-design	table	sql-server-2005	20.0%	66.66666666666666%	30.769230769230766
2480:database	sql	mysql	ruby-on-rails	php	c#	asp.net	xml	ruby	java	10.0%	50.0%	16.666666666666668
2482:c#	linq	sql	join	mysql	xml	linq-to-sql	document	.net	jquery	10.0%	100.0%	18.181818181818183
2488:c#	php	java	.net	ruby-on-rails	database	django	python	c++	jquery	0.0%	0.0%	0.0
