3:unicode	encoding	utf-8	java	c#	string	ascii	c++	php	nsstring	20.0%	40.0%	26.666666666666668
682:c#	c++	java	django	python	perl	css	internet-explorer	qt4	language	0.0%	0.0%	NaN
687:java	asp.net	c#	.net	android	c++	math	php	javascript	com	0.0%	0.0%	NaN
693:.net	c#	php	exception	email	asp.net	c++	java	exchange	javascript	20.0%	66.66666666666666%	30.769230769230766
718:javascript	asp.net	php	jquery	validation	css	jsp	java	postback	floating-point	20.0%	100.0%	33.333333333333336
719:c#	.net	java	html	javascript	python	.htaccess	css	redirect	php	10.0%	25.0%	14.285714285714286
748:nhibernate	hosting	c#	erlang	web-hosting	asp.net-mvc	asp.net	mapping	iphone	assembly	20.0%	66.66666666666666%	30.769230769230766
749:visual-studio	visual-studio-2010	visual-studio-2008	.net	c#	publish	asp.net	build	visual	pthreads	20.0%	50.0%	28.571428571428573
756:shell	bash	linux	cygwin	windows	selenium	c	python	unix	cmd	10.0%	50.0%	16.666666666666668
784:c#	vim	oracle	iphone	c++	php	date	java	tsql	sql-server	0.0%	0.0%	NaN
786:bash	shell	unix	linux	ruby	c	command-line	selenium	windows	java	10.0%	50.0%	16.666666666666668
789:java	c#	.net	c	struts2	android	integer	c++	jsf-2.0	pascal	10.0%	50.0%	16.666666666666668
792:string	c#	java	javascript	iphone	objective-c	php	c	string-formatting	casting	0.0%	0.0%	NaN
797:python	c#	django	javascript	.net	php	windows	asp.net	web-development	decimal	10.0%	33.33333333333333%	15.384615384615383
818:c#	iphone	.net	windows	css	image	visual-studio-2008	asp.net	android	visual-c++	10.0%	33.33333333333333%	15.384615384615383
835:c#	java	struts2	sharepoint	.net	cakephp	r	ruby-on-rails	asp.net-mvc	action	10.0%	33.33333333333333%	15.384615384615383
836:python	django	ssh	c#	java	erlang	.net	windows	iphone	data-structures	10.0%	33.33333333333333%	15.384615384615383
852:java	javascript	php	c++	command	objective-c	windows	vim	pascal	python	10.0%	50.0%	16.666666666666668
853:c#	browser	css	.net	asp.net	html	javascript	css3	web-development	php	20.0%	50.0%	28.571428571428573
878:c#	asp.net	java	python	.net	properties	list	database	sql-server	upload	20.0%	66.66666666666666%	30.769230769230766
879:java	c#	c++	exception	class	python	language-agnostic	string	.net	jdbc	10.0%	50.0%	16.666666666666668
896:design-patterns	c#	javascript	java	asp.net	.net	design	mvc	mvvm	css	20.0%	40.0%	26.666666666666668
900:agile	asp.net	java	scrum	asp.net-mvc	java-ee	methodology	education	project-management	qa	10.0%	25.0%	14.285714285714286
934:.net	c	c#	c++	ruby	sql	sqlite	python	non-gpl	bsd	0.0%	0.0%	NaN
968:stored-procedures	sql-server	sql	sql-server-2008	sql-server-2005	tsql	c#	oracle	mysql	java	20.0%	100.0%	33.333333333333336
992:python	c#	java	rss	c++	.net	parsing	pst	library	xml	0.0%	0.0%	NaN
1007:qt	java	c++	python	android	math	php	jquery	asp.net	html	10.0%	50.0%	16.666666666666668
1020:cookies	php	asp.net	session	java	subdomain	annotations	javascript	android	iphone-sdk-3.0	30.0%	60.0%	40.0
1032:c#	multithreading	java	c	multicore	.net	parallel-programming	cpu	concurrency	linux	20.0%	66.66666666666666%	30.769230769230766
1039:eclipse	java	eclipse-plugin	plugins	maven	internet-explorer	maven-2	c#	osgi	java-ee	20.0%	50.0%	28.571428571428573
1066:java	eclipse	svn	clipboard	copy	osx	c	ant	android	windows	20.0%	100.0%	33.333333333333336
1112:.net	c#	.net-4.0	https	ssl	.net-3.5	android	clr	assemblies	java	0.0%	0.0%	NaN
1121:java	php	c++	html5	c#	.net	javascript	python	asp.net	xhtml	10.0%	33.33333333333333%	15.384615384615383
1124:ruby-on-rails	ruby	ruby-on-rails-3	ide	textmate	netbeans	windows	rubygems	webserver	debugging	20.0%	66.66666666666666%	30.769230769230766
1130:c#	asp.net	.net	c++	php	javascript	lucene	python	sql-server	c	10.0%	25.0%	14.285714285714286
1158:xml	unicode	c#	java	encoding	iphone	asp.net	xml-parsing	string	vb.net	20.0%	100.0%	33.333333333333336
1160:stored-procedures	sql-server	sql	oracle	mysql	sql-server-2008	triggers	java	sql-server-2005	c#	30.0%	100.0%	46.15384615384615
1164:asp.net	session	c#	java	php	asp.net-mvc	.net	session-timeout	spring-security	django	20.0%	66.66666666666666%	30.769230769230766
1168:email	php	java	c#	asp.net	outlook-addin	gmail	nservicebus	msmq	.net	0.0%	0.0%	NaN
1176:php	c++	java	python	winapi	database	asp.net	javascript	android	asp.net-mvc	0.0%	0.0%	NaN
1184:c#	sql	generics	mysql	.net	order-by	types	django	java	php	20.0%	50.0%	28.571428571428573
1187:java	c#	.net	asp.net	c++	compiler	php	javascript	try-catch	exception-handling	10.0%	100.0%	18.181818181818183
1192:html	javascript	xhtml	tags	html5	java	validation	c#	div	browser	30.0%	75.0%	42.857142857142854
1198:flash	video	iphone	audio	android	actionscript	php	c#	flex	actionscript-3	20.0%	50.0%	28.571428571428573
1199:javascript	php	java	mod-rewrite	asp.net	python	django	c#	html	windows	0.0%	0.0%	NaN
1205:c#	java	.net	css	swing	language-agnostic	closures	css3	c++	c	10.0%	20.0%	13.333333333333334
1206:c#	.net	php	bytearray	sql	ruby-on-rails-3	ruby-on-rails	ruby	string	decode	0.0%	0.0%	NaN
1213:php	python	mod-rewrite	java	objective-c	c#	django	math	ruby	cmake	0.0%	0.0%	NaN
1228:perl	f#	books	python	haskell	windows	visual-studio	perl6	vsam	db2	10.0%	33.33333333333333%	15.384615384615383
1229:c#	.net	frameworks	java	php	zend-framework	interface	android	facebook	iphone	0.0%	0.0%	NaN
1233:mysql	query	sql	php	database	regex	sql-server	mysqldump	types	ruby-on-rails	20.0%	100.0%	33.333333333333336
1246:sql-server	sql-server-2005	sql	sql-server-2008	books	tsql	java	web-services	sql-server-2000	analysis-services	20.0%	66.66666666666666%	30.769230769230766
1247:c#	java	asp.net	c++	r	php	javascript	python	selenium	html5	0.0%	0.0%	NaN
1264:c#	java	asp.net	c++	math	r	php	javascript	.net	jsp	10.0%	33.33333333333333%	15.384615384615383
1267:c#	java	.net	multithreading	javascript	c	wpf	android	iphone	iis7	10.0%	33.33333333333333%	15.384615384615383
1269:c#	c++	java	c	list	casting	int	integer	string	python	10.0%	25.0%	14.285714285714286
1279:java	javascript	c#	html	r	php	spring-security	spring	dhtml	html5	10.0%	33.33333333333333%	15.384615384615383
1283:web-services	wcf	c#	.net	asp.net	rest	.net-4.0	iphone	castle-activerecord	soap	10.0%	33.33333333333333%	15.384615384615383
1286:mysql	sql	indexing	database	sql-server	lucene	php	query	optimization	index	20.0%	66.66666666666666%	30.769230769230766
1287:php	time	asp.net	android	c#	windows	eclipse	.net	open-source	c	0.0%	0.0%	NaN
1312:gcc	c++	c	mingw	linux	g++	linker	makefile	shared-libraries	make	10.0%	25.0%	14.285714285714286
1321:java	php	c#	xml	.net	unit-testing	python	javascript	ie8-developer-tools	internet-explorer	0.0%	0.0%	NaN
1330:c#	java	winforms	vb.net	swing	android	combobox	wpf	.net	javascript	20.0%	40.0%	26.666666666666668
1335:c#	contextmenu	menu	winforms	asp.net	android	.net	vb.net	controls	wpf	40.0%	100.0%	57.142857142857146
1361:sockets	c#	tcp	c++	c	https	java	networking	udp	android	10.0%	25.0%	14.285714285714286
1366:c#	.net	java	javascript	css	asp.net	c	c++	math	audio	0.0%	0.0%	NaN
1371:mysql	sql	sql-server	indexing	database	update	performance	query-optimization	oracle	query	30.0%	60.0%	40.0
1392:excel	c#	vba	excel-formula	delphi	java	asp.net	math	android	function	0.0%	0.0%	NaN
1395:java	c#	object	iphone	oop	list	objective-c	.net	class	c++	20.0%	100.0%	33.333333333333336
1400:c#	workflow	workflow-foundation	.net	neural-network	networking	c++	web-services	sharepoint	workflow-foundation-4	20.0%	40.0%	26.666666666666668
1405:ruby-on-rails	ruby	ruby-on-rails-3	java	python	date	arrays	inflection	module	integer	20.0%	100.0%	33.333333333333336
1417:html	latex	c++	javascript	selenium	c#	asp.net	xml	java	python	20.0%	100.0%	33.333333333333336
1457:arrays	javascript	perl	java	c++	homework	php	ruby	loops	c#	0.0%	0.0%	NaN
1458:.net	mod-rewrite	javascript	java	iphone	c#	png	ajax	css	html	0.0%	0.0%	NaN
1465:java	php	css	css3	ms-access	c++	c	c#	javascript	sftp	0.0%	0.0%	NaN
1479:flash	javascript	flex	actionscript-3	html	excel	c#	java	database	flex3	20.0%	100.0%	33.333333333333336
1482:jquery	javascript	c#	events	.net	winforms	python	event-handling	click	forms	20.0%	100.0%	33.333333333333336
1492:java	swing	c++	gwt	vector	iphone	android	javascript	jquery	jqgrid	20.0%	50.0%	28.571428571428573
1493:c	c++	java	c#	ie8-developer-tools	php	oop	tools	javascript	windows	10.0%	33.33333333333333%	15.384615384615383
1503:java	frameworks	.net	tdd	c#	php	zend-framework	unit-testing	junit	windows	0.0%	0.0%	NaN
1519:php	jquery	javascript	css	html	c#	input	text	textfield	java-me	20.0%	66.66666666666666%	30.769230769230766
1551:c#	asp.net	paypal	java	jquery	winforms	css	html	sql-server	php	10.0%	25.0%	14.285714285714286
1552:java	c++	algorithm	javascript	css	php	pascal	variables	try-catch	exception-handling	10.0%	25.0%	14.285714285714286
1558:javascript	php	css	html	c#	java	asp.net	r	browser	lesscss	0.0%	0.0%	NaN
1561:java	php	c#	html	css	python	asp.net	html5	visual-studio-2008	sql	0.0%	0.0%	NaN
1569:c#	asp.net	java	javascript	wpf	usercontrols	winforms	.net	iphone	c	0.0%	0.0%	NaN
1572:perl	python	mysql	osx	java	sql	windows-installer	module	ruby	haskell	20.0%	66.66666666666666%	30.769230769230766
1590:sql	oracle	sql-server	mysql	linq-to-sql	php	database	query	jpql	jpa	20.0%	66.66666666666666%	30.769230769230766
1604:sql	mysql	sql-server	database	oracle	performance	distinct	tsql	c	count	10.0%	50.0%	16.666666666666668
1606:unit-testing	junit	java	c#	.net	mocking	asp.net-mvc	testing	tdd	asp.net	10.0%	33.33333333333333%	15.384615384615383
1615:c#	.net	asp.net	sql-server	java	c	database	sql-server-2008	php	pointers	20.0%	40.0%	26.666666666666668
1616:php	mysql	session	asp.net	database	database-connection	java	mysqli	oracle	mvc	10.0%	25.0%	14.285714285714286
1622:c	cpu	java	c#	process	core	c++	.net	opencl	multithreading	10.0%	33.33333333333333%	15.384615384615383
1662:c#	nhibernate	android	synchronization	.net	syncframework	iphone	mapping	asp.net	c++	20.0%	66.66666666666666%	30.769230769230766
1663:c#	java	python	android	.net	asp.net	web-config	php	encryption	c	10.0%	33.33333333333333%	15.384615384615383
1665:eclipse	java	android	jar	c++	folder	project	vb.net	eclipse-plugin	project-management	10.0%	100.0%	18.181818181818183
1719:blackberry	android	usb	bluetooth	c#	windows	iphone	winapi	uuid	php	20.0%	50.0%	28.571428571428573
1722:javascript	iframe	html	jquery	java	asp.net	reload	url	session	refresh	10.0%	100.0%	18.181818181818183
1729:c#	java	.net	linux	windows	c++	python	jquery	android	asp.net	10.0%	50.0%	16.666666666666668
1737:java	.net	c#	javascript	php	asp.net	asp.net-ajax	html	c++	symfony	10.0%	33.33333333333333%	15.384615384615383
1741:.net	c#	python	java	asp.net	open-source	c++	library	php	windows	20.0%	50.0%	28.571428571428573
1755:javascript	html	android	java	php	video	c++	flash-player	iphone	c#	0.0%	0.0%	NaN
1779:php	python	django	books	javascript	session	phpdocumentor	qt4	c++	equivalent	30.0%	100.0%	46.15384615384615
1793:python	django	php	java	twisted	jms	c#	ssl	c++	unit-testing	10.0%	25.0%	14.285714285714286
1807:c#	java	asp.net	ajax	objective-c	r	.net-4.0	javascript	php	asp.net-ajax	10.0%	100.0%	18.181818181818183
1818:c++	java	c#	jquery	eclipse	javascript	c	python	swf	free	10.0%	50.0%	16.666666666666668
1829:javascript	python	php	java	regex	django	windows	css	html	jquery	0.0%	0.0%	NaN
1833:c#	sms	android	iphone	java	asp.net	blackberry	ios	phone	cocoa-touch	10.0%	25.0%	14.285714285714286
1836:c#	iphone	core-data	zip	ruby	objective-c	asp.net	entity-framework	ruby-on-rails	cakephp	10.0%	33.33333333333333%	15.384615384615383
1892:open-source	c++	php	xcode4	c	mysql	career-development	c#	bioinformatics	flash	10.0%	25.0%	14.285714285714286
1922:visual-studio	visual-studio-2008	visual-studio-2010	c#	c++	.net	intellisense	editor	open-source	version-control	0.0%	0.0%	NaN
1933:c#	c++	c	iphone	operating-system	visual-c++	.net	linux	java	architecture	0.0%	0.0%	NaN
1937:javascript	java	xsd	xml	validation	xml-schema	.net	asp.net	maven-2	wsdl	30.0%	100.0%	46.15384615384615
1938:c#	sqlite	asp.net	database	sql	php	c++	java	dll	.net	10.0%	33.33333333333333%	15.384615384615383
1946:c#	.net	python	dictionary	collections	ssh	objective-c	list	hash	ruby	20.0%	50.0%	28.571428571428573
1952:c#	php	java	r	javascript	asp.net	c++	html5	jsp	css	0.0%	0.0%	NaN
2010:php	javascript	asp.net	c#	java	r	php5	mysql	sql	c++	10.0%	50.0%	16.666666666666668
2012:php	asp.net	c#	python	java	security	jquery	cryptography	python-3.x	equivalent	20.0%	40.0%	26.666666666666668
2017:javascript	asp.net	java	c#	css	html	variables	user-interface	android	winapi	10.0%	33.33333333333333%	15.384615384615383
2024:visual-studio	visual-studio-2008	visual-studio-2010	c#	debugging	c++	dll	visual-c++	.net	breakpoints	20.0%	100.0%	33.333333333333336
2026:python	c#	c++	c	bash	java	shell	osx	css	linux	10.0%	100.0%	18.181818181818183
2031:perl	haskell	java	c#	javascript	file-io	io	testing	c++	visual-studio-2008	0.0%	0.0%	NaN
2041:python	java	jsp	c#	.net	jsf	java-ee	windows	caching	html	10.0%	20.0%	13.333333333333334
2043:c#	asp.net	.net	javascript	php	java	asp.net-ajax	python	com	installation	0.0%	0.0%	NaN
2044:php	email	c#	javascript	java	asp.net	web-services	gmail	file-transfer	outlook-addin	0.0%	0.0%	NaN
2079:c#	asp.net	java	.net	testing	php	web-services	taxonomy	ontology	quality	0.0%	0.0%	NaN
2087:linq	linq-to-sql	java	layer	asp.net	sql-server-2005	python	.net	eclipse	php	20.0%	66.66666666666666%	30.769230769230766
2094:iphone	java	c#	.net	c++	formatting	string	android	objective-c	iphone-sdk-3.0	10.0%	25.0%	14.285714285714286
2130:xml	c#	xsd	javascript	java	dom	jdom	python	php	asp	20.0%	40.0%	26.666666666666668
2140:c#	ruby-on-rails	unix	php	asp.net	.net	jquery	c	process	android	10.0%	50.0%	16.666666666666668
2144:python	module	django	programming-languages	localization	internationalization	perl	java	language-comparisons	language-features	30.0%	100.0%	46.15384615384615
2163:iphone	java	objective-c	c#	.net	c++	performance	ruby-on-rails	optimization	algorithm	0.0%	0.0%	NaN
2165:c#	java	asp.net	php	guid	r	c++	jsp	mysql	objective-c	10.0%	33.33333333333333%	15.384615384615383
2170:unit-testing	c#	mocking	tdd	java	javascript	junit4	junit	rhino	mbunit	0.0%	0.0%	NaN
2179:c#	java	javascript	asp.net	windows	tsql	vb.net	datetime	sql-server	php	0.0%	0.0%	NaN
2181:css	c#	javascript	asp.net	.net	css3	hover	php	browser	android	10.0%	25.0%	14.285714285714286
2182:c#	asp.net	java	r	php	javascript	c	html5	jsp	css	0.0%	0.0%	NaN
2190:java	php	git	jsp	c#	html5	svn	asp.net	casting	python	0.0%	0.0%	NaN
2192:c#	php	.net	javascript	asp.net	asp.net-mvc	java	html	d	objective-c	0.0%	0.0%	NaN
2201:visual-studio	visual-studio-2010	c#	visual-studio-2008	.net	visual-c++	winforms	tabcontrol	php	intellisense	10.0%	50.0%	16.666666666666668
2213:c++	boost	vector	iterator	visual-studio-2010	stl	copy	continuous-integration	arrays	library	20.0%	66.66666666666666%	30.769230769230766
2224:php	javascript	java	php5	variables	emacs	css	css3	math	asp.net	0.0%	0.0%	NaN
2228:asp.net	c#	.net	java	php	javascript	asp.net-ajax	collections	gridview	installation	10.0%	100.0%	18.181818181818183
2230:java	c#	iphone	ruby	c++	timer	php	python	android	javascript	0.0%	0.0%	NaN
2231:jquery	javascript	c#	.net	oracle	asp.net	visual-studio	css	wpf	winforms	30.0%	75.0%	42.857142857142854
2238:windows	c#	java	php	javascript	.net	dll	ide	python	exe	10.0%	50.0%	16.666666666666668
2242:unit-testing	c#	tdd	java	junit	junit4	nunit	testing	mocking	javascript	10.0%	25.0%	14.285714285714286
2254:jquery	c#	html	javascript	css	input	forms	python	radio-button	internet-explorer	0.0%	0.0%	NaN
2257:java	javascript	c#	c	.net	php	string	python	c++	hex	10.0%	33.33333333333333%	15.384615384615383
2270:asp.net	c#	.net	wpf	controls	usercontrols	iphone	triggers	visual-studio	xaml	20.0%	66.66666666666666%	30.769230769230766
2272:qt	c++	gcc	compiler	qmake	linux	symbian	c	mingw	winapi	20.0%	100.0%	33.333333333333336
2284:javascript	php	emacs	html	c#	internet-explorer	tsql	sql	tcp	selenium	20.0%	50.0%	28.571428571428573
2287:exception	c#	exception-handling	.net	java	c++	asp.net	delphi	visual-studio-2005	vb.net	30.0%	100.0%	46.15384615384615
2288:multithreading	java	c#	c++	.net	sharepoint	thread-safety	vb.net	c	semaphore	10.0%	50.0%	16.666666666666668
2293:javascript	jquery	ajax	asp.net	php	html	xmlhttprequest	jquery-ajax	iis6	.htaccess	20.0%	66.66666666666666%	30.769230769230766
2319:c#	javascript	java	.net	css	php	bytearray	decode	base85	go	0.0%	0.0%	NaN
2320:debugging	visual-studio	.net	visual-studio-2008	remote-debugging	c++	android	visual-studio-2010	vb.net	python	10.0%	25.0%	14.285714285714286
2341:sql	mysql	sql-server	sql-server-2005	tsql	join	php	c#	sql-server-2008	outer-join	10.0%	33.33333333333333%	15.384615384615383
2346:c#	xml	asp.net	datetime	.net	sql	tsql	date	javascript	mysql	10.0%	50.0%	16.666666666666668
2351:iphone	android	button	winforms	asp.net	xcode	java	validation	listview	uibutton	20.0%	50.0%	28.571428571428573
2358:asp.net-mvc	asp.net	mvc	c#	asp.net-mvc-2	asp.net-mvc-3	asp.net-mvc-routing	routing	ruby-on-rails	routes	10.0%	33.33333333333333%	15.384615384615383
2399:date	sql	php	sql-server	tsql	java	javascript	iphone	datetime	sql-server-2008	10.0%	33.33333333333333%	15.384615384615383
2418:windows	c#	c++	.net	java	programming-languages	books	visual-c++	javascript	resources	0.0%	0.0%	NaN
2422:php	c#	asp.net	c++	rss	javascript	pascal	fopen	c	visual-studio	0.0%	0.0%	NaN
2442:c++	java	windows	math	python	objective-c	css	html	winapi	c	0.0%	0.0%	NaN
2455:c#	function	python	javascript	scheme	sql	android	.net	java	css	0.0%	0.0%	NaN
2466:c	c++	char	struct	c#	typedef	unsigned	objective-c	linux	warnings	10.0%	33.33333333333333%	15.384615384615383
2474:iphone	appstore	ios	app	apple	application	passwords	xcode	objective-c	jailbreak	10.0%	50.0%	16.666666666666668
2478:sql	mysql	php	update	sql-server	database	select	oracle	cakephp	query	20.0%	66.66666666666666%	30.769230769230766
2480:database	sql	mysql	ruby-on-rails	asp.net	php	c#	.net	android	java	10.0%	50.0%	16.666666666666668
2482:linq	c#	sql	join	.net	linq-to-sql	mysql	document	jquery	javascript	10.0%	100.0%	18.181818181818183
2488:c#	java	javascript	ruby-on-rails	php	database	objective-c	python	django	homework	0.0%	0.0%	NaN
2508:java	c#	objective-c	html5	c++	django	css	ajax	php	javascript	0.0%	0.0%	NaN
2542:c#	java	.net	image	php	iphone	css	html	javascript	asp.net	20.0%	50.0%	28.571428571428573
