3:unicode	encoding	string	c#	ascii	utf-8	java	c++	nsstring	vb.net	30.0%	60.0%	40.0
257:asp.net	c#	android	wpf	contextmenu	iphone	jquery	css	html	menu	20.0%	66.66666666666666%	30.769230769230766
270:c#	windows	.net	c++	javascript	java	c	dll	ruby-on-rails-3	ruby-on-rails	10.0%	20.0%	13.333333333333334
274:windows	php	java	com	.net	c#	javascript	python	dll	wpf	10.0%	50.0%	16.666666666666668
287:design-patterns	java	design	c#	.net	books	python	decisiontrees	database-design	oop	20.0%	100.0%	33.333333333333336
290:jquery	javascript	html	select	c#	android	java	css	option	view	10.0%	50.0%	16.666666666666668
299:design-patterns	design	wcf	.net	books	rest	database-design	decisiontrees	c#	oop	10.0%	50.0%	16.666666666666668
301:java	jsp	servlets	java-ee	c#	spring	web-development	web-services	spring-mvc	spring-security	20.0%	50.0%	28.571428571428573
310:rss	php	.net	c#	twitter	feeds	wordpress	atom	asp.net	css	20.0%	100.0%	33.333333333333336
318:data-structures	database	tree	algorithm	javascript	asp.net	database-design	c	avl-tree	sql-server	10.0%	50.0%	16.666666666666668
323:iphone	c#	winapi	java	python	php	javascript	flex	label	winforms	0.0%	0.0%	NaN
325:ssl	apache	c#	ruby-on-rails	https	ssl-certificate	android	windows	cryptography	java	30.0%	100.0%	46.15384615384615
330:c#	xml	.net	python	java	asp.net	database	sql	django	treeview	0.0%	0.0%	NaN
334:javascript	jquery	c#	sql	iphone	.net	python	vb.net	core-animation	objective-c	20.0%	40.0%	26.666666666666668
351:bash	python	c++	c	shell	asp.net	c#	java	selenium	ipython	10.0%	25.0%	14.285714285714286
355:sql	mysql	sql-server	sql-server-2008	sum	distinct	database	linq	group-by	c#	20.0%	100.0%	33.333333333333336
356:maven-2	maven	java	dependencies	ant	hibernate	archetypes	ivy	ehcache	spring-security	30.0%	100.0%	46.15384615384615
359:jquery	java	c#	javascript	php	.net	ajax	html5	jsp	css	20.0%	66.66666666666666%	30.769230769230766
362:c#	xml	c++	internet-explorer	javascript	.net	asp.net	format	sitemap	homework	10.0%	50.0%	16.666666666666668
380:php	c#	java	r	javascript	features	asp.net	.net-4.0	html5	jsp	0.0%	0.0%	NaN
388:java	android	http-headers	asp.net	php	c++	caching	http	static	oop	30.0%	75.0%	42.857142857142854
402:asp.net	c++	mysql	php	c#	jvm	java	xcode	xcode4	tomcat	0.0%	0.0%	NaN
413:java	css	php	c#	python	visual-studio	css3	visual-studio-2008	html	javascript	0.0%	0.0%	NaN
426:php	javascript	java	get	c#	objective-c	hide	mumps	values	pass	0.0%	0.0%	NaN
452:java	php	math	metasyntactic-variable	history	selenium	variable-variables	glassfish	sun	jrockit	0.0%	0.0%	NaN
458:java	try-catch	exception-handling	datetime	abstract-class	oop	c++	terminology	compiler	javascript	10.0%	25.0%	14.285714285714286
472:database	php	sql	ms-access	javascript	java	.net	c#	grails	node.js	10.0%	100.0%	18.181818181818183
500:c#	nhibernate	javascript	casting	java	mapping	php	c++	interface	hibernate	20.0%	40.0%	26.666666666666668
506:php	date	java	iphone	mysql	sql	oracle	objective-c	c#	sql-server-2005	10.0%	100.0%	18.181818181818183
512:web-services	javascript	python	android	url	string	syntax	tomcat	mod-rewrite	.net	10.0%	33.33333333333333%	15.384615384615383
527:objective-c	iphone	nsstring	javascript	ios	java	xcode	iphone-sdk-3.0	c++	solaris-10	0.0%	0.0%	NaN
539:visual-studio	visual-studio-2008	.net	visual-studio-2010	projects-and-solutions	projects	open-source	c++	c#	macros	20.0%	100.0%	33.333333333333336
541:licensing	open-source	gpl	icons	gnu	c#	.net	bsd	windows	jquery-ui	20.0%	100.0%	33.333333333333336
552:php	visual-studio-2010	c++	visual-studio-2008	java	html5	winapi	visual	boost	cakephp	0.0%	0.0%	NaN
562:python	iis	django	php	apache	windows	wimp	portability	lamp	script	20.0%	100.0%	33.333333333333336
570:database	sql	mysql	database-design	.net	java	c#	android	sql-server	ms-access	10.0%	33.33333333333333%	15.384615384615383
593:svn	git	dvcs	mercurial	version-control	eclipse	django	sync	repository	p2	20.0%	40.0%	26.666666666666668
607:asp.net	c#	iphone	java	javascript	sql-server	delphi	ruby-on-rails	floating-point	floating-accuracy	20.0%	66.66666666666666%	30.769230769230766
623:iphone	cocoa-touch	iphone-sdk-4.0	objective-c	xcode	safari	iphone-sdk-3.0	constants	image	startup	0.0%	0.0%	NaN
628:svn	php	clipboard	version-control	firefox	windows	javascript	command	svn-export	author	20.0%	100.0%	33.333333333333336
645:c#	java	r	php	javascript	android	windows	.net	microsoft-reporting	crystal-reports	0.0%	0.0%	NaN
670:opengl	c++	graphics	opengl-es	shader	iphone	antialiasing	glut	game-development	glsl	10.0%	33.33333333333333%	15.384615384615383
673:php	email	c#	java	outlook-addin	gmail	regex	iphone	javascript	vb.net	20.0%	66.66666666666666%	30.769230769230766
679:windows	.net	c#	version	delphi	php	internet-explorer	release-management	version-control	visual-studio-2008	30.0%	75.0%	42.857142857142854
682:c#	java	c++	django	python	qt4	language	sql-server-2000	vsam	db2	0.0%	0.0%	NaN
687:asp.net	java	c#	.net	android	php	javascript	com	iis7	vb.net	0.0%	0.0%	NaN
693:.net	c#	php	exception	asp.net	c++	email	exchange	javascript	com	20.0%	66.66666666666666%	30.769230769230766
718:javascript	asp.net	jquery	validation	php	postback	floating-point	floating-accuracy	homework	iphone	20.0%	100.0%	33.333333333333336
719:c#	java	.net	html	css	soapui	com	asp.net	lesscss	xul	0.0%	0.0%	NaN
748:nhibernate	hosting	erlang	web-hosting	asp.net-mvc	c#	mapping	iphone	assembly	vps	20.0%	66.66666666666666%	30.769230769230766
749:visual-studio	visual-studio-2010	visual-studio-2008	.net	publish	build	c#	visual	asp.net	pthreads	20.0%	50.0%	28.571428571428573
756:bash	shell	linux	cygwin	windows	c	php	ruby	unix	visual-studio-2008	10.0%	50.0%	16.666666666666668
784:vim	oracle	c#	iphone	date	java	tsql	sql-server	sql	python	0.0%	0.0%	NaN
786:bash	shell	c	unix	command-line	ruby	java	scripting	interop	console	10.0%	50.0%	16.666666666666668
789:java	c#	.net	struts2	c	integer	jsf-2.0	pascal	stackoverflowexception	fortran	10.0%	50.0%	16.666666666666668
792:string	c#	iphone	objective-c	javascript	c	string-formatting	java	casting	linux	0.0%	0.0%	NaN
797:python	django	c#	javascript	web-development	.net	php	decimal	support	xbap	10.0%	33.33333333333333%	15.384615384615383
818:c#	.net	windows	iphone	image	android	visual-c++	visual-studio	css	visual-studio-2008	10.0%	33.33333333333333%	15.384615384615383
835:c#	struts2	java	sharepoint	.net	cakephp	r	ruby-on-rails	asp.net-mvc	action	10.0%	33.33333333333333%	15.384615384615383
836:python	django	c#	erlang	.net	windows	ssh	java	iphone	combine	10.0%	33.33333333333333%	15.384615384615383
852:java	javascript	command	objective-c	windows	c++	php	pascal	selenium	example	0.0%	0.0%	NaN
853:c#	browser	css	.net	asp.net	html	css3	web-development	php	google-chrome	30.0%	75.0%	42.857142857142854
878:c#	asp.net	java	properties	database	python	objective-c	imagekit	django	linq	10.0%	33.33333333333333%	15.384615384615383
879:java	c#	c++	exception	python	language-agnostic	class	string	.net	jdbc	10.0%	50.0%	16.666666666666668
896:design-patterns	c#	javascript	java	.net	mvc	design	css	html5	small	20.0%	40.0%	26.666666666666668
900:scrum	agile	asp.net-mvc	java	java-ee	methodology	education	asp.net	project-management	qa	10.0%	25.0%	14.285714285714286
934:.net	c	c#	ruby	sqlite	python	non-gpl	bsd	mp3	design-patterns	0.0%	0.0%	NaN
968:stored-procedures	sql-server	sql	sql-server-2008	sql-server-2005	tsql	java	oracle	count	mysql	20.0%	100.0%	33.333333333333336
992:python	c#	java	rss	c++	.net	parsing	pst	library	xml	0.0%	0.0%	NaN
1007:qt	java	c++	python	math	android	asp.net	pyqt	tkmessagebox	php	10.0%	50.0%	16.666666666666668
1020:cookies	php	session	subdomain	asp.net	annotations	javascript	java	android	node.js	30.0%	60.0%	40.0
1032:java	multicore	c	c#	multithreading	cpu	concurrency	opencl	parallel-programming	ram	20.0%	66.66666666666666%	30.769230769230766
1039:eclipse	java	eclipse-plugin	plugins	maven	internet-explorer	maven-2	c#	delphi	eclipse-rcp	20.0%	50.0%	28.571428571428573
1066:eclipse	java	svn	clipboard	osx	c	copy	ant	android	xcode	20.0%	100.0%	33.333333333333336
1112:.net	c#	.net-4.0	https	ssl	.net-3.5	android	clr	assemblies	java	0.0%	0.0%	NaN
1121:html5	c++	c#	java	javascript	php	asp.net	xhtml	sql-server-2000	syntax	10.0%	33.33333333333333%	15.384615384615383
1124:ruby-on-rails	ruby	ruby-on-rails-3	ide	textmate	windows	netbeans	rubygems	debugging	merb	20.0%	66.66666666666666%	30.769230769230766
1130:c#	.net	asp.net	lucene	c++	php	python	sql-server	indexing	database	20.0%	50.0%	28.571428571428573
1158:xml	unicode	c#	encoding	iphone	java	xml-parsing	string	vb.net	c++	20.0%	100.0%	33.333333333333336
1160:stored-procedures	sql-server	sql	oracle	triggers	java	sql-server-2005	c#	plsql	mysql	30.0%	100.0%	46.15384615384615
1164:asp.net	session	c#	php	asp.net-mvc	java	django	.net	spring-mvc	session-timeout	20.0%	66.66666666666666%	30.769230769230766
1168:php	c#	java	asp.net	gmail	nservicebus	msmq	.net	email	outlook-addin	0.0%	0.0%	NaN
1176:c++	java	python	winapi	asp.net	php	javascript	asp.net-mvc	ruby-on-rails	atl	0.0%	0.0%	NaN
1184:c#	sql	generics	mysql	.net	order-by	types	django	java	php	20.0%	50.0%	28.571428571428573
1187:java	c#	.net	asp.net	php	c++	try-catch	exception-handling	terminology	compiler	10.0%	100.0%	18.181818181818183
1192:html	javascript	java	c#	html5	div	xhtml	tags	validation	browser	30.0%	75.0%	42.857142857142854
1198:video	flash	iphone	audio	c#	wav	actionscript	avaudioplayer	php	android	20.0%	50.0%	28.571428571428573
1199:php	asp.net	java	python	django	c#	javascript	html	mod-rewrite	ssl	0.0%	0.0%	NaN
1205:c#	java	.net	swing	language-agnostic	closures	css	c++	c	maximize	10.0%	20.0%	13.333333333333334
1206:c#	.net	php	bytearray	sql	ruby-on-rails-3	ruby-on-rails	ruby	string	decode	0.0%	0.0%	NaN
1213:php	mod-rewrite	python	objective-c	c#	django	java	cmake	qt	networking	0.0%	0.0%	NaN
1228:perl	haskell	windows	visual-studio	f#	books	python	perl6	vsam	db2	10.0%	33.33333333333333%	15.384615384615383
1229:c#	.net	frameworks	php	zend-framework	java	android	facebook	interface	asp.net	0.0%	0.0%	NaN
1233:mysql	query	sql	php	database	mysqldump	regex	sql-server	connect	string	10.0%	50.0%	16.666666666666668
1246:sql-server	sql-server-2005	sql	books	tsql	sql-server-2008	java	sql-server-2000	analysis-services	sharding	20.0%	66.66666666666666%	30.769230769230766
1247:c#	java	r	php	javascript	asp.net	selenium	html5	css	css3	0.0%	0.0%	NaN
1264:c#	java	asp.net	math	c++	r	php	javascript	.net	jsp	10.0%	33.33333333333333%	15.384615384615383
1267:c#	.net	multithreading	javascript	java	iis7	jetty	c	tree	gis	20.0%	66.66666666666666%	30.769230769230766
1269:c#	c++	java	list	casting	integer	string	c	conversion	homework	10.0%	25.0%	14.285714285714286
1279:java	javascript	php	spring-security	spring	dhtml	html5	jsp	css	css3	0.0%	0.0%	NaN
1283:web-services	wcf	c#	asp.net	.net	.net-4.0	rest	iphone	castle-activerecord	soap	10.0%	33.33333333333333%	15.384615384615383
1286:mysql	indexing	sql	database	php	sql-server	optimization	lucene	query	asp.net	20.0%	66.66666666666666%	30.769230769230766
1287:php	time	android	c#	windows	eclipse	open-source	c	compare	objective-c	0.0%	0.0%	NaN
1312:gcc	c++	c	g++	linker	mingw	linux	make	gnu	makefile	10.0%	25.0%	14.285714285714286
1321:java	c#	xml	php	unit-testing	ie8-developer-tools	internet-explorer	refactoring	delphi	windows	0.0%	0.0%	NaN
1330:c#	java	winforms	vb.net	swing	combobox	.net	javascript	jlist	ios	20.0%	40.0%	26.666666666666668
1335:c#	contextmenu	winforms	asp.net	menu	vb.net	controls	wpf	javascript	.net	40.0%	100.0%	57.142857142857146
1361:sockets	c#	tcp	c++	c	https	networking	android	ssl	udp	20.0%	50.0%	28.571428571428573
1366:c#	java	.net	css	asp.net	c	javascript	math	audio	string	0.0%	0.0%	NaN
1371:mysql	sql	sql-server	indexing	update	performance	query-optimization	oracle	indexes	php	20.0%	40.0%	26.666666666666668
1392:excel	vba	c#	excel-formula	java	function	worksheet-function	arrays	ms-access	libcurl	0.0%	0.0%	NaN
1395:java	c#	iphone	object	oop	list	objective-c	class	tuples	hibernate	20.0%	100.0%	33.333333333333336
1400:workflow-foundation	workflow	.net	neural-network	c#	networking	web-services	c++	sharepoint	android	20.0%	40.0%	26.666666666666668
1405:ruby-on-rails	ruby	ruby-on-rails-3	java	arrays	inflection	module	integer	date	datetime	20.0%	100.0%	33.333333333333336
1417:html	latex	c++	asp.net	selenium	xml	java	c#	matrix	diagram	20.0%	100.0%	33.333333333333336
1457:arrays	javascript	perl	java	ruby	c#	c	c++	homework	loops	0.0%	0.0%	NaN
1458:.net	javascript	iphone	mod-rewrite	png	ajax	cocos2d-iphone	cocos2d	google-docs	mvc	0.0%	0.0%	NaN
1465:java	php	c	c#	javascript	sftp	ftp	linux	cpanel	html5	0.0%	0.0%	NaN
1479:flash	javascript	flex	actionscript-3	html	java	excel	c#	flex3	html5	20.0%	100.0%	33.333333333333336
1482:jquery	javascript	c#	events	.net	winforms	event-handling	click	jquery-ui	jquery-plugins	20.0%	100.0%	33.333333333333336
1492:java	swing	c++	gwt	vector	android	javascript	jquery	jqgrid	wpf	20.0%	50.0%	28.571428571428573
1493:c++	ie8-developer-tools	c	php	c#	oop	java	internet-explorer	website	linux	0.0%	0.0%	NaN
1503:java	frameworks	php	zend-framework	tdd	unit-testing	.net	junit	javascript	android	0.0%	0.0%	NaN
1519:php	jquery	javascript	c#	css	text	input	html	textfield	java-me	20.0%	66.66666666666666%	30.769230769230766
1551:c#	asp.net	paypal	java	winforms	css	html	sql-server	jquery	grails	10.0%	25.0%	14.285714285714286
1552:java	c++	algorithm	javascript	css	php	variables	try-catch	exception-handling	genetic-programming	10.0%	25.0%	14.285714285714286
1558:javascript	php	java	asp.net	css	html	browser	lesscss	xul	html5	0.0%	0.0%	NaN
1561:java	php	c#	asp.net	html5	visual-studio-2008	html	css	python	query-string	0.0%	0.0%	NaN
1569:c#	asp.net	java	wpf	usercontrols	winforms	.net	iphone	charts	delphi	0.0%	0.0%	NaN
1572:perl	python	mysql	osx	java	sql	module	nagios	plugins	java-me	20.0%	66.66666666666666%	30.769230769230766
1590:sql	oracle	sql-server	mysql	database	linq-to-sql	php	query	database-design	sql-server-2000	20.0%	66.66666666666666%	30.769230769230766
1604:sql	mysql	database	sql-server	oracle	performance	distinct	tsql	c	sql-server-2005	10.0%	50.0%	16.666666666666668
1606:unit-testing	java	junit	.net	mocking	asp.net-mvc	testing	asp.net	c#	tdd	10.0%	33.33333333333333%	15.384615384615383
1615:c#	.net	asp.net	sql-server	java	c	database	sql-server-2008	php	installation	20.0%	40.0%	26.666666666666668
1616:php	mysql	session	asp.net	database-connection	java	mysqli	oracle	mvc	c#	10.0%	25.0%	14.285714285714286
1622:c	cpu	java	process	core	opencl	multithreading	processes	delphi	x86	10.0%	33.33333333333333%	15.384615384615383
1662:c#	nhibernate	android	synchronization	.net	syncframework	iphone	mapping	asp.net	hibernate	20.0%	66.66666666666666%	30.769230769230766
1663:c#	java	python	android	.net	php	encryption	c	python-2.6	keyboard-events	10.0%	33.33333333333333%	15.384615384615383
1665:eclipse	java	android	folder	jar	project-management	organization	m2eclipse	maven-2	osgi	10.0%	100.0%	18.181818181818183
1719:blackberry	usb	bluetooth	android	windows	c#	winapi	uuid	php	iphone	20.0%	50.0%	28.571428571428573
1722:javascript	iframe	html	jquery	java	reload	url	refresh	asp.net-mvc	alternatives	10.0%	100.0%	18.181818181818183
1729:c#	.net	linux	windows	python	jquery	asp.net	menubar	java	c	0.0%	0.0%	NaN
1737:java	.net	javascript	asp.net	asp.net-ajax	c#	html	php	try-catch	exception-handling	10.0%	33.33333333333333%	15.384615384615383
1741:.net	c#	java	python	open-source	c++	asp.net	library	php	zip	20.0%	50.0%	28.571428571428573
1755:javascript	html	android	video	c#	java	php	joomla1.5	php5	c#-4.0	0.0%	0.0%	NaN
1779:php	python	books	django	phpdocumentor	qt4	c++	equivalent	curl	mvc	30.0%	100.0%	46.15384615384615
1793:python	django	php	java	ssl	unit-testing	certificate	pkcs7	session	jms	10.0%	25.0%	14.285714285714286
1807:java	c#	ajax	objective-c	r	javascript	php	asp.net-ajax	ajaxcontext	ajaxcontroltoolkit	10.0%	100.0%	18.181818181818183
1818:c++	java	jquery	eclipse	c#	c	swf	free	obfuscation	jsp	10.0%	50.0%	16.666666666666668
1829:javascript	php	java	python	windows	css	html	jquery	regex	django	0.0%	0.0%	NaN
1833:c#	sms	iphone	android	asp.net	blackberry	ios	c	sdk	vb.net	10.0%	25.0%	14.285714285714286
1836:iphone	c#	core-data	objective-c	zip	entity-framework	cakephp	asp.net	sql-server	sql	10.0%	33.33333333333333%	15.384615384615383
1892:open-source	php	xcode4	c	c++	c#	bioinformatics	flash	actionscript	actionscript-3	10.0%	25.0%	14.285714285714286
1922:visual-studio	visual-studio-2010	visual-studio-2008	c#	.net	editor	intellisense	c++	asp.net-mvc	language-features	0.0%	0.0%	NaN
1933:c#	c++	iphone	operating-system	visual-c++	java	architecture	c	.net	web-development	0.0%	0.0%	NaN
1937:java	xsd	javascript	xml	validation	xml-schema	maven-2	wsdl	parsing	c#	30.0%	100.0%	46.15384615384615
1938:sqlite	php	asp.net	database	java	sql	c#	dll	c++	com	10.0%	33.33333333333333%	15.384615384615383
1946:c#	.net	python	dictionary	collections	objective-c	list	ssh	hash	performance	20.0%	50.0%	28.571428571428573
1952:php	java	c#	r	javascript	html5	jsp	css	css3	html	0.0%	0.0%	NaN
2010:php	javascript	java	php5	asp.net	sql	c++	html5	jsp	css	0.0%	0.0%	NaN
2012:php	asp.net	python	java	security	c#	cryptography	python-3.x	equivalent	linq	20.0%	40.0%	26.666666666666668
2017:javascript	asp.net	java	css	html	variables	user-interface	android	query-string	floating-point	10.0%	33.33333333333333%	15.384615384615383
2024:visual-studio	visual-studio-2008	visual-studio-2010	c#	debugging	c++	visual-c++	.net	breakpoints	dll	20.0%	100.0%	33.333333333333336
2026:python	c++	c	c#	bash	java	shell	osx	selenium	feeds	10.0%	100.0%	18.181818181818183
2031:perl	haskell	java	file-io	io	testing	c++	vsam	db2	javascript	0.0%	0.0%	NaN
2041:java	python	jsp	c#	.net	windows	caching	html	jsf	urllib2	10.0%	20.0%	13.333333333333334
2043:c#	asp.net	.net	php	javascript	java	com	installation	mime-types	mysql	0.0%	0.0%	NaN
2044:php	email	c#	java	asp.net	web-services	javascript	gmail	file-transfer	outlook-addin	0.0%	0.0%	NaN
2079:c#	.net	asp.net	java	testing	php	taxonomy	ontology	quality	installation	0.0%	0.0%	NaN
2087:linq-to-sql	linq	java	layer	asp.net	.net	mumps	mysql	sql-server-2005	ceiling	20.0%	66.66666666666666%	30.769230769230766
2094:iphone	java	.net	formatting	string	android	objective-c	c#	iphone-sdk-3.0	float	10.0%	25.0%	14.285714285714286
2130:xml	c#	java	javascript	xsd	dom	jdom	python	asp	merge	20.0%	40.0%	26.666666666666668
2140:c#	ruby-on-rails	php	unix	.net	jquery	android	extjs4	solaris-10	windows	10.0%	50.0%	16.666666666666668
2144:python	module	django	localization	internationalization	perl	language-comparisons	language-features	programming-languages	curl	30.0%	100.0%	46.15384615384615
2163:iphone	.net	objective-c	c#	optimization	java	c++	performance	ruby-on-rails	ruby	0.0%	0.0%	NaN
2165:c#	java	guid	asp.net	r	c++	jsp	statistics	linux	unix	10.0%	33.33333333333333%	15.384615384615383
2170:unit-testing	c#	tdd	java	mocking	junit4	junit	rhino	mbunit	javascript	0.0%	0.0%	NaN
2179:c#	java	javascript	asp.net	tsql	vb.net	datetime	sql-server	windows	visual-studio	0.0%	0.0%	NaN
2181:css	c#	javascript	asp.net	hover	.net	css3	browser	lesscss	xul	10.0%	25.0%	14.285714285714286
2182:java	c#	asp.net	php	javascript	html5	jsp	css	css3	r	0.0%	0.0%	NaN
2190:java	git	jsp	c#	html5	svn	asp.net	casting	python	xhtml	0.0%	0.0%	NaN
2192:c#	.net	asp.net	asp.net-mvc	php	javascript	java	html	objective-c	programming-languages	0.0%	0.0%	NaN
2201:visual-studio	visual-studio-2010	c#	visual-studio-2008	.net	visual-c++	winforms	php	wpf	asp.net	10.0%	50.0%	16.666666666666668
2213:c++	vector	boost	visual-studio-2010	iterator	stl	copy	continuous-integration	visual	osx	20.0%	66.66666666666666%	30.769230769230766
2224:php	java	php5	javascript	variables	css	css3	math	windows	window-messages	0.0%	0.0%	NaN
2228:asp.net	c#	.net	java	php	gridview	installation	mime-types	mysql	utf-8	10.0%	100.0%	18.181818181818183
2230:java	ruby	timer	c#	php	python	android	javascript	algorithm	directx	10.0%	25.0%	14.285714285714286
2231:jquery	c#	javascript	.net	asp.net	oracle	visual-studio	css	winforms	c++	30.0%	75.0%	42.857142857142854
2238:windows	java	php	c#	.net	dll	ide	tapi	windows-vista	systems-programming	10.0%	50.0%	16.666666666666668
2242:unit-testing	c#	java	junit	nunit	tdd	junit4	testing	mbunit	xunit	10.0%	25.0%	14.285714285714286
2254:c#	jquery	html	css	input	forms	javascript	python	radio-button	internet-explorer	0.0%	0.0%	NaN
2257:java	javascript	c#	c	php	c++	hex	timespan	asp.net	datetime	10.0%	33.33333333333333%	15.384615384615383
2270:asp.net	c#	.net	wpf	usercontrols	iphone	controls	visual-studio	xaml	javascript	20.0%	66.66666666666666%	30.769230769230766
2272:qt	c++	gcc	compiler	qmake	linux	symbian	c	winapi	visual-studio-2010	20.0%	100.0%	33.333333333333336
2284:javascript	php	emacs	html	c#	tsql	sql	tcp	selenium	selenium-rc	20.0%	50.0%	28.571428571428573
2287:exception	c#	exception-handling	.net	java	asp.net	c++	delphi	visual-studio-2005	javascript	30.0%	100.0%	46.15384615384615
2288:multithreading	java	c#	c++	.net	sharepoint	c	semaphore	windows	wxwidgets	10.0%	50.0%	16.666666666666668
2293:jquery	javascript	ajax	xmlhttprequest	php	html	asp.net	jquery-ajax	iis6	mod-rewrite	20.0%	66.66666666666666%	30.769230769230766
2319:c#	javascript	.net	java	php	decode	base85	go	silverlight	wpf	0.0%	0.0%	NaN
2320:debugging	visual-studio	.net	visual-studio-2008	android	remote-debugging	visual-studio-2010	vb.net	breakpoints	c++	10.0%	25.0%	14.285714285714286
2341:sql	mysql	sql-server	sql-server-2005	c#	join	php	linq	tsql	distinct	10.0%	33.33333333333333%	15.384615384615383
2346:c#	xml	asp.net	sql	datetime	.net	tsql	date	mysql	sql-server	10.0%	50.0%	16.666666666666668
2351:iphone	android	button	xcode	java	winforms	validation	asp.net	listview	c#	30.0%	75.0%	42.857142857142854
2358:asp.net-mvc	asp.net	mvc	c#	asp.net-mvc-2	asp.net-mvc-3	asp.net-mvc-routing	routing	routes	ruby-on-rails	10.0%	33.33333333333333%	15.384615384615383
2399:date	php	sql-server	iphone	tsql	java	javascript	mysql	sql	dates	10.0%	33.33333333333333%	15.384615384615383
2418:c++	windows	java	programming-languages	books	visual-c++	resources	c#	visual-studio	logic-programming	0.0%	0.0%	NaN
2422:php	asp.net	c#	c++	rss	pascal	fopen	c	plist	parsing	0.0%	0.0%	NaN
2442:c++	java	windows	math	css	html	c	javascript	r	jquery	0.0%	0.0%	NaN
2455:c#	scheme	function	python	android	java	css	css3	php	common-lisp	0.0%	0.0%	NaN
2466:c	c++	struct	char	c#	typedef	unsigned	objective-c	linux	warnings	10.0%	33.33333333333333%	15.384615384615383
2474:iphone	appstore	ios	app	apple	application	xcode	passwords	facebook	store	10.0%	50.0%	16.666666666666668
2478:sql	mysql	php	sql-server	update	database	oracle	cakephp	query	ruby-on-rails-3	20.0%	66.66666666666666%	30.769230769230766
2480:sql	database	mysql	asp.net	ruby-on-rails	c#	android	java	ms-access	database-design	10.0%	50.0%	16.666666666666668
