25:java	flex	junit	unit-testing	testing	c#	vim	tdd	testng	com	20.0%	40.0%	26.666666666666668
337:c#	jquery	php	javascript	static-cast	casting	reinterpret-cast	c++	ado.net	mysql	0.0%	0.0%	NaN
353:java	c#	xml	generics	xml-schema	boxing	unboxing	casting	.net	enums	0.0%	0.0%	NaN
357:facebook	c#	javascript	asp.net	asp.net-mvc	.net	facebook-graph-api	ruby-on-rails	active-directory	cookies	10.0%	50.0%	16.666666666666668
380:php	java	mysql	regex	asp.net	uinavigationcontroller	uipopovercontroller	ios	date	iphone	0.0%	0.0%	NaN
384:.net	wpf	flex	c#	java	python	spring	dll	dll-injection	properties	10.0%	33.33333333333333%	15.384615384615383
394:.net	c#	.net-4.0	python	django	network-programming	workflow-foundation	interop	visual-studio	frameworks	10.0%	50.0%	16.666666666666668
396:algorithm	matlab	statistics	java	legal	pseudocode	open-source	.net	math	data-structures	0.0%	0.0%	NaN
397:php	pdf	string	checkstyle	cakephp	shell	unix	codeigniter	encoder	windows	0.0%	0.0%	NaN
413:c#	java	python	hibernate	interface	wnck	gtk2	linux	rhino-mocks	jpa	0.0%	0.0%	NaN
419:python	c#	source-code	p2p	search-engine	java	mumps	visual-studio-2008	intellisense	visual-studio	0.0%	0.0%	NaN
457:books	bsd	.net	php	python	non-gpl	mp3	video	conferences	node.js	0.0%	0.0%	NaN
464:linux	c#	memory-allocation	memory	sql-server-express	asp.net	web-development	jrun	g1gc	jdk1.6	0.0%	0.0%	NaN
470:php	c#	code-contracts	.net-4.0	variables	superglobals	cookies	memcached	stored-procedures	profiling	0.0%	0.0%	NaN
472:java	ruby-on-rails	datasource	glassfish	jpa	logging	websphere	pdo	sqlite	oracle	0.0%	0.0%	NaN
477:css	html	image	alignment	gd	php	imagemagick	.net	vertical-alignment	paint	20.0%	100.0%	33.333333333333336
479:php	mysql	database	c#	html	.net	sql	asp.net	protection	sql-server-2000	20.0%	100.0%	33.333333333333336
494:asp.net	javascript	c#	jquery	browser	ajax	.net	webbrowser	gridview	php	10.0%	50.0%	16.666666666666668
509:java	c#	php	.net	loops	arrays	version-control	mercurial	jagged-arrays	toolbar	0.0%	0.0%	NaN
516:c#	java	.net	serialization	wpf	spring	c#-4.0	ienumerable	serializable	reflection	10.0%	25.0%	14.285714285714286
517:c#	java	nhibernate	entity-framework	.net	c++	jquery	css	html	drupal	10.0%	33.33333333333333%	15.384615384615383
522:c#	java	interface	attributes	reflection	inheritance	unit-testing	generics	testing	php	10.0%	50.0%	16.666666666666668
526:c++	linux	c#	java	books	.net	encryption	public-key-encryption	cryptography	ie8-developer-tools	10.0%	33.33333333333333%	15.384615384615383
527:ruby-on-rails	ruby	python	ruby-on-rails-3	delphi	windows	version	windows-vista	internet-explorer	image	0.0%	0.0%	NaN
528:mod-rewrite	.htaccess	apache	javascript	etag	caching	image	http	django	php	10.0%	25.0%	14.285714285714286
531:email	exchange	gmail	php	java	objective-c	webdav	.net	jsf	yahoo	10.0%	100.0%	18.181818181818183
535:java	unit-testing	licensing	c++	code-coverage	tsql	visual-studio-2010	c#	asp.net	uml	0.0%	0.0%	NaN
555:books	c#	magento	documentation	distributed-team	communication	voip	freeswitch	urlconnection	httpurlconnection	0.0%	0.0%	NaN
556:cocoa	c#	iphone	wpf	button	iphone-sdk-4.0	android	python	modal-dialog	winforms	20.0%	66.66666666666666%	30.769230769230766
559:flex	jira	jquery	adobe	.net	plugins	edit-in-place	agpl	gpl	silverlight	0.0%	0.0%	NaN
585:jquery	javascript	jquery-ui	html	android	dom	dropdownlist	asp.net-mvc	drag-and-drop	eclipse-gef	40.0%	100.0%	57.142857142857146
588:c#	iphone	vb.net	c++	android	c	open-source	csv	windows	asp.net	10.0%	25.0%	14.285714285714286
597:regex	c#	php	sql	javascript	java	time	.net	lambda	calendar	10.0%	50.0%	16.666666666666668
615:c++	c	c#	java	vb.net	.net	scala	php	delphi	datetime	0.0%	0.0%	NaN
620:.net	c#	visual-studio	.net-4.0	dll	asp.net	setup-project	visual-studio-2010	gac	msi	10.0%	20.0%	13.333333333333334
622:java	c#	gui	c++	python	c	visual-studio	legal	webkit	windows	0.0%	0.0%	NaN
632:php	cookies	javascript	facebook	jquery	asp.net	joomla	strtotime	cakephp	wildcard-subdomain	0.0%	0.0%	NaN
649:c++	java	c	c#	preprocessor	regex	inheritance	dynamics-ax	code-behind	asp.net-mvc	10.0%	100.0%	18.181818181818183
664:asp.net	ruby-on-rails	robots	django-admin	django	jsp	authlogic	admin	user	asp.net-mvc-3	0.0%	0.0%	NaN
689:eclipse	visual-studio	wpf	visual-studio-2010	.net	java	c#	visual-studio-2008	cmake	winforms	10.0%	33.33333333333333%	15.384615384615383
694:java	design-patterns	resources	oop	c++	design	programming-languages	embedded	pic	business-intelligence	0.0%	0.0%	NaN
720:java	multithreading	iphone	asp.net	c	element	class	css	html	teradata	20.0%	66.66666666666666%	30.769230769230766
732:regex	java	python	string	stream	homework	ruby	plsql	sqlplus	oracle	20.0%	100.0%	33.333333333333336
734:c++	books	lisp	design	java	avr	avrdude	jtag	windows-mobile	compact-framework	0.0%	0.0%	NaN
746:networking	tcp	java	sockets	linux	c#	winsock	windows	serial-port	network-programming	30.0%	75.0%	42.857142857142854
751:iphone	objective-c	cocoa-touch	nsarray	uiviewcontroller	uitableview	ipod	autorotate	uiinterfaceorientation	uipopovercontroller	30.0%	100.0%	46.15384615384615
759:ruby-on-rails	asp.net-membership	mysql	asp.net	ruby-on-rails-3	c#	sql	rails-admin	heroku	carrierwave	10.0%	50.0%	16.666666666666668
768:windows	asp.net	path	application	iis	php	c#	c	android	matlab	0.0%	0.0%	NaN
770:c#	wpf	php	.net	webbrowser-control	for-loop	iis7	silverlight	silverlight-3.0	task	0.0%	0.0%	NaN
783:c#	qt	qt4	java	.net	c++	overloading	runtime	objective-c	nunit	10.0%	33.33333333333333%	15.384615384615383
790:c#	events	database	event-handling	flash	c++	boilerplate	appstore	apple	apps	10.0%	25.0%	14.285714285714286
819:c#	visual-studio	wpf	silverlight	.net	user-interface	design	iphone	data-mining	database	10.0%	25.0%	14.285714285714286
833:visual-studio	sql-server	c#	visual-studio-2010	sql-server-2008	windows	oracle	.net	haskell	java	0.0%	0.0%	NaN
853:javascript	html	google-chrome	css	refresh	google-chrome-extension	extension	overlay	internet-explorer-8	game-development	20.0%	50.0%	28.571428571428573
858:gcc	c++	c	cmake	linker	solaris	mingw	g++	makefile	make	0.0%	0.0%	NaN
877:perl	memcached	caching	asp.net	image	binding	windows	appfabric	.net	windows-services	20.0%	50.0%	28.571428571428573
884:programming-languages	ide	c++	visual-studio	windows	open-source	java	self-teaching	cobol	scripting	20.0%	66.66666666666666%	30.769230769230766
889:c#	mysql	facebook	facebook-c#-sdk	css	layout	stylesheet	cross-browser	html	homework	0.0%	0.0%	NaN
901:python	php	function	c#	datetime	introspection	name	scala	ilist	ienumerable	10.0%	50.0%	16.666666666666668
903:wpf	xaml	c#	silverlight	listbox	silverlight-3.0	listview	ticker	itemscontrol	templates	20.0%	40.0%	26.666666666666668
909:python	c#	.net	constants	java	c	winapi	clojure	web-frameworks	maven	10.0%	20.0%	13.333333333333334
918:java	netbeans	windows	sqlite	portable-applications	desktop-application	shell	64bit	executable	.net	0.0%	0.0%	NaN
941:oracle	php	database	sql-server	c#	postgresql	sql	privileges	ddl	sql-server-2000	0.0%	0.0%	NaN
946:asp.net	ruby-on-rails	passwords	ftp	c#	encryption	authentication	java	android	facebook	0.0%	0.0%	NaN
958:mysql	sql	database	django	java	many-to-many	pascal	freepascal	foreign-keys	ttlauncherview	10.0%	50.0%	16.666666666666668
981:c#	java	c++	polls	homework	multithreading	asp.net	language	opencl	types	0.0%	0.0%	NaN
990:flex	blazeds	java	servlets	flex3	eclipse	ruby-on-rails	sybase	delphi	delphi-2010	10.0%	50.0%	16.666666666666668
1001:wcf	web-services	c#	datacontract	android	dependency-injection	architecture	serialization	inheritance	soapfault	20.0%	50.0%	28.571428571428573
1002:php	wordpress	vim	ruby-on-rails	java	hex	conversion	perl	string	colors	0.0%	0.0%	NaN
1009:sql-server	multithreading	mysql	sqlite	linux	oracle	ado.net	android	database	php	10.0%	50.0%	16.666666666666668
1013:java	static	c#	logging	iphone	cocoa-touch	arrays	log4j	serialization	final	40.0%	100.0%	57.142857142857146
1018:iphone	cocoa-touch	objective-c	ios	.net	blackberry	swing	actionlistener	java	ios4	10.0%	33.33333333333333%	15.384615384615383
1039:java	licensing	maven-2	tools	continuous-integration	.net	pmd	php	gpl	open-source	10.0%	25.0%	14.285714285714286
1061:java	.net	weblogic	jms	email	ruby	decoding	jsp	grails	unity	10.0%	25.0%	14.285714285714286
1072:c++	python	c	multithreading	winapi	timeout	flash	cron	hacks	google-app-engine	0.0%	0.0%	NaN
1073:programming-languages	c#	books	career-development	education	php	c++	c	web-development	java	10.0%	33.33333333333333%	15.384615384615383
1088:sqlite	code-review	html5	css3	iphone	mysql	database	sql-server-2008	hyper-v	backup	0.0%	0.0%	NaN
1104:asp.net-mvc	c#	asp.net	css	.net	iphone	javascript	web.sitemap	controls	css3	0.0%	0.0%	NaN
1112:.net	c#	mono	windows	.net-4.0	code-signing	side-by-side	frameworks	visual-studio	.net-3.5	0.0%	0.0%	NaN
1117:iphone	java	sharepoint	c#	abstract-class	erlang	wss	moss	spring	tutorials	0.0%	0.0%	NaN
1130:python	c#	jqgrid	wxpython	.net	synchronization	syncframework	oracle	ping	design-patterns	0.0%	0.0%	NaN
1142:java	c	c#	.net	asp.net	runtime	gallio	jdbc	javascript	ihttphandler	0.0%	0.0%	NaN
1144:xml	c#	javascript	html	library	iphone	xslt	google	google-chrome	escaping	0.0%	0.0%	NaN
1149:javascript	jquery	object	oop	closures	inheritance	namespaces	encapsulation	select	string	10.0%	50.0%	16.666666666666668
1155:jquery	.net	javascript	python	asp.net	c	php	textbox	homework	django	10.0%	33.33333333333333%	15.384615384615383
1158:xml	c#	java	iphone	objective-c	date	mysqldump	xml-parsing	nsxmlparser	php	20.0%	100.0%	33.333333333333336
1162:ruby-on-rails	debugging	ruby	cucumber	rubygems	ruby-on-rails-3	selector	webrat	response	aptitude	20.0%	100.0%	33.333333333333336
1171:sql	mysql	query	database	ms-access	join	c#	postgresql	hibernate	full-outer-join	0.0%	0.0%	NaN
1172:scrum	agile	c++	testing	design	methodology	programming-languages	tools	ide	brainstorm	0.0%	0.0%	NaN
1177:jquery	javascript	css	html	actionscript-3	php	css3	javascript-library	javascript-framework	ajax	10.0%	25.0%	14.285714285714286
1178:asp.net	php	svn	tools	version-control	source-code	protection	content	security	drm	20.0%	66.66666666666666%	30.769230769230766
1212:career-development	self-improvement	functional-programming	c++	game-development	language	education	game-engine	state	immutable	0.0%	0.0%	NaN
1213:c	gcc	c++	libs	symbols	xcode4	iphone	shared-libraries	objdump	casting	0.0%	0.0%	NaN
1223:c#	chat	vb.net	email	asp.net	sms	livechat	php	python	imap	0.0%	0.0%	NaN
1238:asp.net	jquery	javascript	asp.net-mvc	casting	c#	.net	cryptography	man-in-the-middle	focus	30.0%	60.0%	40.0
1240:javascript	java	c++	android	api	char	types	c	implementation	ipad	20.0%	66.66666666666666%	30.769230769230766
1245:multithreading	objective-c	python	c++	iphone	.net	c#-4.0	class	android	regex	10.0%	25.0%	14.285714285714286
1246:sql-server	mysql	books	asp.net	database	java	sql	certificate	certification	analysis-services	20.0%	66.66666666666666%	30.769230769230766
1248:iphone	android	email	sms	c#	cocoa	eclipse	flex	actionscript-3	logs	10.0%	25.0%	14.285714285714286
1278:c#	c	c++	programming-languages	java	books	vb.net	eclipse	erlang	cpu	0.0%	0.0%	NaN
1293:c	books	c++	java	.net	c#	system	popularity	php	vi	10.0%	50.0%	16.666666666666668
1296:bash	c++	c	java	delphi	python	php	environment-variables	function	exec	10.0%	100.0%	18.181818181818183
1310:asp.net	c#	jquery	android	wpf	flex	gridview	jquery-events	propagation	repeater	0.0%	0.0%	NaN
1318:c#	web-services	.net	asp.net	windows	logging	pocketpc	windows-mobile	compact-framework	gmail	0.0%	0.0%	NaN
1321:bsd	java	osx	asp.net	firefox	firefox-addon	video	conferences	windows	alt-tab	0.0%	0.0%	NaN
1330:iphone	objective-c	c#	jquery	vb.net	winforms	richtextbox	html	keypress	uinavigationcontroller	20.0%	40.0%	26.666666666666668
1336:matlab	algorithm	php	math	plot	c++	computational-geometry	java	raytracing	graphics	10.0%	20.0%	13.333333333333334
1368:jquery	css	html	javascript	dropdown	list	anchor	unordered-list	click	toggle	10.0%	100.0%	18.181818181818183
1370:c++	documentation	php	python	asihttprequest	nsurlconnection	iphone	programming-languages	language-agnostic	actionscript-3	10.0%	25.0%	14.285714285714286
1374:c#	python	java	shell	linux	clojure	uptime	process	ipython	cmd	10.0%	33.33333333333333%	15.384615384615383
1380:python	homework	cherrypy	django	web-development	c	string	iptables	firewall	sqlalchemy	10.0%	50.0%	16.666666666666668
1401:sql-server	sql-server-2008	database-design	database	sql-server-2005	java	hash	ruby	oracle	sql	10.0%	20.0%	13.333333333333334
1420:web-development	source-code	frameworks	ruby-on-rails	plugins	module	extension	remote	trac	api	0.0%	0.0%	NaN
1427:git	svn	git-svn	merge	branch	github	tortoisesvn	delete	git-remote	git-rebase	10.0%	100.0%	18.181818181818183
1457:python	c#	list	arrays	perl	oop	linq	comparison	pdf	apache	0.0%	0.0%	NaN
1459:language-agnostic	books	jobs	career-development	web-development	design	java	experience	oop	gui	0.0%	0.0%	NaN
1473:java	inheritance	c++	interface	ruby	listview	winforms	.net	python	decorator	10.0%	33.33333333333333%	15.384615384615383
1498:javascript	css	jquery	asp.net	url	parsing	internet-explorer	ruby-on-rails-3	ruby-on-rails	iframe	10.0%	33.33333333333333%	15.384615384615383
1504:asp.net	c#	.net	asp.net-membership	facebook	login	facebook-like	application	page	validator	10.0%	25.0%	14.285714285714286
1532:c#	asp.net	java	.net	vb.net	blackberry	psake	publish	google-desktop	gadget	0.0%	0.0%	NaN
1533:sql	mysql	sql-server	linq-to-sql	linq	postgresql	sql-server-2005	sql-server-2008	oracle11g	select	20.0%	66.66666666666666%	30.769230769230766
1536:c#	.net	dll	asp	delphi	javascript	python	wxpython	refactoring	synchronization	0.0%	0.0%	NaN
1547:c++	design	asp.net	visual-studio	architecture	system	mobile	security	application	r	0.0%	0.0%	NaN
1552:c++	android	ie8-developer-tools	hibernate	internet-explorer	programming-languages	homework	algorithm	javascript-events	javascript	10.0%	25.0%	14.285714285714286
1557:java	git	github	c#	svn	junit	rhino	javascript	textmate	osx	10.0%	20.0%	13.333333333333334
1560:c	c++	casting	pointers	c#	arrays	sizeof	types	memcpy	plsql	20.0%	66.66666666666666%	30.769230769230766
1564:google-chrome	css	javascript	google-chrome-extension	form-submit	disabled-input	apache	internet-explorer-8	extension	metatag	10.0%	20.0%	13.333333333333334
1568:css	html	javascript	web-design	email	web-development	body	outlook	statistics	books	20.0%	66.66666666666666%	30.769230769230766
1582:mysql	sql-server	oracle	visual-studio	python	sql-server-2008	visual-studio-2008	c#	python-2.6	sqlite	0.0%	0.0%	NaN
1613:c#	css	f#	ironpython	ironruby	presentations	projects	comparison	graph	common-lisp	0.0%	0.0%	NaN
1623:c#	java	html5	comparison	design-patterns	coupling	android	osx	iphone	objective-c	0.0%	0.0%	NaN
1651:sockets	c++	c	linux	iphone	windows	android	tcp	c#	networking	20.0%	100.0%	33.333333333333336
1664:java	gwt	hibernate	ant	grails	maven-2	archetypes	servlets	tomcat	jetty	10.0%	33.33333333333333%	15.384615384615383
1665:java	maven	maven-2	visual-studio-2010	visual-studio	jar	eclipse	php	recommendation	aptana	10.0%	100.0%	18.181818181818183
1666:java	javascript	c#	forms	winforms	php	printing	android	wpf	.net	10.0%	33.33333333333333%	15.384615384615383
1667:svn	c++	visual-studio	.net	git	build-automation	tortoisesvn	tutorials	change	cell	0.0%	0.0%	NaN
1684:java	c#	.net	c++	osx	windows	linux	windows-server-2003	windows-7	operating-system	10.0%	25.0%	14.285714285714286
1685:c#	database	c	.net	sql-server-2000	oracle	sql	sql-server	datatable	datagridview	10.0%	20.0%	13.333333333333334
1692:c#	java	sql-server	terminology	servlets	arrays	polls	delegates	reflection	assemblies	10.0%	33.33333333333333%	15.384615384615383
1693:python	php	web-development	google-app-engine	java	dll	.net	c#	deployment	asp.net-mvc-2	20.0%	66.66666666666666%	30.769230769230766
1703:android	c#	java	api	asp.net	emacs	vector	iphone-sdk-3.0	objective-c	facebook	10.0%	33.33333333333333%	15.384615384615383
1714:design	java	c++	c#	.net	agile	tips-and-tricks	principles	methodology	software-engineering	0.0%	0.0%	NaN
1722:javascript	html	iframe	php	input	c#	xcode	uiimageview	iphone	google-chrome-extension	10.0%	100.0%	18.181818181818183
1731:c#	winforms	.net	php	visual-studio-2010	c++	visual-c++	jsf	coda	intellisense	0.0%	0.0%	NaN
1732:email	sql	xmpp	java	smtp	c#	database	logging	mysql	snmp	10.0%	50.0%	16.666666666666668
1734:c#	javascript	.net	php	xml	asp.net	security	iphone	msword	vba	20.0%	100.0%	33.333333333333336
1743:linux	ssh	bash	unix	shell	putty	telnet	java	perl	redirect	20.0%	66.66666666666666%	30.769230769230766
1752:php	.net	c#	java	software-tools	actionscript	screen-scraping	screen	html-content-extraction	design-patterns	0.0%	0.0%	NaN
1767:sql	database	mysql	sql-server	sql-server-2008	oracle	sql-server-2005	open-source	entity-framework	visual-studio-2005	20.0%	40.0%	26.666666666666668
1790:php	open-source	architecture	frameworks	c++	licensing	.net	java-ee	shared-libraries	jboss	0.0%	0.0%	NaN
1791:c#	asp.net	javascript	html	.net	gwt	ruby-on-rails-3	text	read	cocoa	10.0%	25.0%	14.285714285714286
1799:exception	java	c#	c++	string	asp.net	python	coding-style	.net	smtp	10.0%	100.0%	18.181818181818183
1802:asp.net	visual-studio-2010	.net	c#	tutorials	asp.net-mvc	plugins	vst	directx	audio	0.0%	0.0%	NaN
1804:ruby-on-rails	c#	plugins	winforms	linux	web-platform-installer	webmatrix	microsoft	vb	vb6	0.0%	0.0%	NaN
1807:mvc	interface	c#	php	features	ruby-on-rails	asp.net	mvp	microsoft	training	10.0%	100.0%	18.181818181818183
1812:python	algorithm	performance	javascript	asp.net	dag	directed-acyclic-graphs	uml-modeling	architecture	software-engineering	10.0%	33.33333333333333%	15.384615384615383
1815:iphone	javascript	php	c++	variables	vba	conversion	struts2	java	xml	0.0%	0.0%	NaN
1818:oop	java	design-patterns	.net	resources	theory	books	video	tutorials	design-principles	0.0%	0.0%	NaN
1825:algorithm	java	sorting	c#	collections	reader	performance	io	stackoverflow.com	diff	20.0%	66.66666666666666%	30.769230769230766
1827:c++	c	computer-science	design-patterns	architecture	design	books	lisp	java	joeltest	0.0%	0.0%	NaN
1855:joomla	virtuemart	e-commerce	php	iphone	drupal	jquery	page-title	table	mysql	0.0%	0.0%	NaN
1876:java	c++	c	hook	delphi	winapi	api-hook	centos5	permissions	unix	10.0%	33.33333333333333%	15.384615384615383
1879:sql	sql-server	sql-server-2008	mysql	tsql	query	performance	sql-server-2005	stored-procedures	distinct	30.0%	100.0%	46.15384615384615
1887:html	css	android	java	xml	c++	php	jquery	javascript	facebook-hacker-cup	0.0%	0.0%	NaN
1900:licensing	java	wiki	piwik	sourceforge	iphone	ipod-touch	source-code	version-control	c++-cli	0.0%	0.0%	NaN
1917:iphone	c++	.net	php	web-services	maven-assembly-plugin	oop	maven-2	maven-release-plugin	ios	0.0%	0.0%	NaN
1923:cms	asp.net	windows	php	php5	html	iis	mysql	ruby-on-rails	upload	0.0%	0.0%	NaN
1942:mysql	sql	db2	sql-server-2008	lucene	query	database	index	html5	full-text-search	0.0%	0.0%	NaN
1951:python	printing	perl	python-3.x	curl	post	math	modulo	function	win32gui	10.0%	33.33333333333333%	15.384615384615383
1973:.net	c#	c++	common-lisp	performance	java	string	pointers	asp.net	lisp	10.0%	50.0%	16.666666666666668
1980:.net	sql-server	sql	oracle	database	reporting-services	mysql	asp.net	c#	xml-schema	10.0%	25.0%	14.285714285714286
1982:java	visual-studio-2008	ruby	windows	ide	python	linux	processes	ipc	multithreading	0.0%	0.0%	NaN
1996:c++	design-patterns	tdd	design	project-management	language-agnostic	professional-development	presentations	unit-testing	education	10.0%	33.33333333333333%	15.384615384615383
2011:python	django	mongodb	php	common-lisp	serialization	clos	lisp	scala	loops	0.0%	0.0%	NaN
2017:html	jquery	css	c#	asp.net	keywords	types	nsmenu	nsmenuitem	cocoa	0.0%	0.0%	NaN
2028:sql	python	regex	mysql	search	c++	join	duplicates	field	insert	10.0%	33.33333333333333%	15.384615384615383
2032:sql	database	oracle	excel	.net	c#	postgresql	plsql	sql-server-2008	ms-access	0.0%	0.0%	NaN
2034:c#	.net	iphone	debugging	objective-c	configuration	log4net	android	c++	java	10.0%	50.0%	16.666666666666668
2041:javascript	python	http	django	php	json	browser	php5	put	templates	10.0%	20.0%	13.333333333333334
2047:ruby-on-rails	ruby	upgrade	rubygems	freeze	windows	watir	.net	c#	msi	10.0%	33.33333333333333%	15.384615384615383
2048:email	spam	java	gmail	smtp	asp.net	spoofing	email-integration	large-scale-website	inbound	10.0%	20.0%	13.333333333333334
2051:excel	c#	.net	ms-access	xlsx	vba	java	visual-studio	crystal-reports	asp.net	10.0%	33.33333333333333%	15.384615384615383
2066:c#	visual-studio	visual-studio-2008	asp.net	.net	c++	wpf	textbox	c	findwindow	20.0%	40.0%	26.666666666666668
2067:visual-studio	visual-studio-2010	visual-studio-2008	debugging	c#	performance	.net	telerik	visual-studio-addins	justcode	20.0%	100.0%	33.333333333333336
2070:svn	version-control	tortoisesvn	visual-studio-2008	windows	git	mercurial	dll	build-process	tutorials	20.0%	50.0%	28.571428571428573
2086:java	c#	tools	c++	code-analysis	static-analysis	haskell	eclipse	code-formatting	netbeans	0.0%	0.0%	NaN
2087:mysql	sql	java	oracle	oracle11g	visual-studio-2008	.net	linq	sql-server	linq-to-sql	20.0%	66.66666666666666%	30.769230769230766
2096:magento	html	ruby-on-rails	asp.net	php	c#	classifier	facebook	api	utf-8	0.0%	0.0%	NaN
2099:c#	android	php	service	java	web-applications	desktop-application	windows	dropbox-api	mono	10.0%	50.0%	16.666666666666668
2102:c++	objective-c	shared-ptr	python	c	templates	linux	nsarray	abstraction	boost	10.0%	33.33333333333333%	15.384615384615383
2115:c#	c++	file-io	c	oracle	visual-studio-2010	windows	sftp	ftp	linux	10.0%	25.0%	14.285714285714286
2121:java	eclipse	maven-2	maven	windows	c++	tomcat	jar	msbuild	build-process	10.0%	33.33333333333333%	15.384615384615383
2144:python	lisp	django	books	open-source	projects	pylons	learning-curve	ironpython	ide	10.0%	33.33333333333333%	15.384615384615383
2161:python	mysql	php	.net	homework	big-o	stored-procedures	database	performance	sql-server-2005	10.0%	33.33333333333333%	15.384615384615383
2166:c++	c	visual-c++	pointers	c#	javascript	operators	modulo	winforms	multithreading	20.0%	50.0%	28.571428571428573
2174:actionscript-3	iphone	java	web-development	jquery	event-handling	events	apache	.htaccess	webserver	10.0%	20.0%	13.333333333333334
2181:javascript	jquery	html	google-chrome	asp.net	google-sites	javascript-framework	folders	settimeout	click	10.0%	25.0%	14.285714285714286
2185:file	php	bash	c	java	pointers	c#	iphone	arrays	for-loop	20.0%	100.0%	33.333333333333336
2199:c#	coding-style	design	c++	oop	code-smell	libraries	math	recursion	lazy-evaluation	0.0%	0.0%	NaN
2200:c++	c	c#	casting	char	haskell	biginteger	file	tchar	enums	10.0%	50.0%	16.666666666666668
